symbol,trades,total_pnl,total_return,win_rate,gross_profit,gross_loss,pf,max_drawdown,equity0,equity_final,circuit_breaker_hit,circuit_breaker_time,entry_ai_mode,entry_ai_threshold,entry_ai_top_pct,entry_ai_trend_mode,entry_ai_trend_threshold,entry_ai_trend_top_pct,entry_ai_trend_slope_k,entry_ai_signal_bars,entry_ai_trend_bars,entry_ai_allowed,entry_ai_blocked
SBER,23,24070.08458012558,0.024070084580125578,0.6086956521739131,76003.99801840966,51933.91343828408,1.463475270522977,-0.013950999999999884,1000000.0,1024070.0845801255,False,,top_pct,0.5628385695057957,0.12,off,,0.3,0.00025,298,0,36,262
GAZP,44,-5852.048868173397,-0.005852048868173397,0.5454545454545454,105211.56682332268,111063.61569149607,0.947309036971849,-0.029717666838773294,1000000.0,994147.9511318266,False,,top_pct,0.5574067458013379,0.12,off,,0.3,0.00025,548,0,66,482
LKOH,28,32357.674509100347,0.03235767450910035,0.5714285714285714,74192.02194864715,41834.34743954681,1.7734714771363211,-0.010547182649372669,1000000.0,1032357.6745091,False,,top_pct,0.5615340790535569,0.12,off,,0.3,0.00025,397,0,48,349
GMKN,50,111299.48575462258,0.11129948575462258,0.58,198118.56610730986,86819.08035268728,2.281970337654902,-0.01429090526920537,1000000.0,1111299.485754623,False,,top_pct,0.5625541034419269,0.12,off,,0.3,0.00025,689,0,83,606
YNDX,27,-17528.389708321014,-0.017528389708321015,0.37037037037037035,60383.93184644782,77912.32155476885,0.7750241635913857,-0.034115117327702824,1000000.0,982471.610291679,False,,top_pct,0.5612127687288307,0.12,off,,0.3,0.00025,318,0,39,279
ROSN,35,71928.46724486134,0.07192846724486134,0.7142857142857143,128203.2346397286,56274.76739486725,2.2781655184846104,-0.02022015803814705,1000000.0,1071928.4672448616,False,,top_pct,0.5665667582572149,0.12,off,,0.3,0.00025,554,0,67,487
NVTK,61,-24109.856413603895,-0.024109856413603897,0.4918032786885246,118762.66497764004,142872.52139124394,0.8312491710874119,-0.04565523435899284,1000000.0,975890.1435863966,False,,top_pct,0.5661380786885146,0.12,off,,0.3,0.00025,865,0,104,761
NLMK,53,-11776.417256408682,-0.011776417256408682,0.5471698113207547,126500.44556692288,138276.86282333155,0.9148345065402971,-0.037410177385990874,1000000.0,988223.5827435914,False,,top_pct,0.5602568366580619,0.12,off,,0.3,0.00025,717,0,86,631
MTSS,27,15459.906442496396,0.015459906442496396,0.5555555555555556,69965.6374425212,54505.7310000248,1.2836381818728266,-0.024617184571211658,1000000.0,1015459.9064424967,False,,top_pct,0.5719947923279731,0.12,off,,0.3,0.00025,398,0,48,350
TATN,43,2592.0737774074883,0.002592073777407488,0.5116279069767442,103941.67343538995,101349.59965798247,1.0255755699692428,-0.044009246781400904,1000000.0,1002592.0737774074,False,,top_pct,0.563196117560703,0.12,off,,0.3,0.00025,536,0,65,471
CHMF,60,69431.41909388354,0.06943141909388353,0.6166666666666667,180454.6288937819,111023.20979989835,1.6253775153773937,-0.018445994978196063,1000000.0,1069431.4190938836,False,,top_pct,0.5701412791799996,0.12,off,,0.3,0.00025,792,0,95,697
SNGS,51,93537.44932594037,0.09353744932594037,0.6078431372549019,188017.21677072105,94479.7674447807,1.9900262443026113,-0.031479770002317234,1000000.0,1093537.4493259403,False,,top_pct,0.5653033553853286,0.12,off,,0.3,0.00025,656,0,79,577
PIKK,69,-36318.13576617018,-0.03631813576617018,0.4782608695652174,173332.63718931907,209650.77295548923,0.826768414663175,-0.06997779346436742,1000000.0,963681.8642338294,False,,top_pct,0.5614449020111021,0.12,off,,0.3,0.00025,1164,0,140,1024
PLZL,44,-1462.5483043476975,-0.0014625483043476974,0.5681818181818182,95590.39525056478,97052.94355491248,0.9849304075613101,-0.02645075949888257,1000000.0,998537.4516956523,False,,top_pct,0.5658161236958476,0.12,off,,0.3,0.00025,738,0,89,649
MGNT,32,50551.054987204916,0.05055105498720491,0.5625,101352.63222951135,50801.57724230643,1.9950686126553392,-0.01224343801175873,1000000.0,1050551.054987205,False,,top_pct,0.5640344223630382,0.12,off,,0.3,0.00025,542,0,65,477
VKCO,86,101126.24557580997,0.10112624557580997,0.5348837209302325,284665.0583643265,183538.81278851652,1.550980166207859,-0.03477830516473722,1000000.0,1101126.2455758094,False,,top_pct,0.5582717059989397,0.12,off,,0.3,0.00025,1361,0,164,1197
OZON,44,19847.44892321684,0.01984744892321684,0.4772727272727273,112042.04862347447,92194.59970025763,1.2152777818629803,-0.031825243414350404,1000000.0,1019847.4489232169,False,,top_pct,0.5567220401570535,0.12,off,,0.3,0.00025,539,0,65,474
