symbol,trades,total_pnl,total_return,win_rate,gross_profit,gross_loss,pf,max_drawdown,equity0,equity_final,circuit_breaker_hit,circuit_breaker_time,entry_ai_mode,entry_ai_threshold,entry_ai_top_pct,entry_ai_trend_mode,entry_ai_trend_threshold,entry_ai_trend_top_pct,entry_ai_trend_slope_k,entry_ai_signal_bars,entry_ai_trend_bars,entry_ai_allowed,entry_ai_blocked
SBER,11,11522.90418674797,0.01152290418674797,0.6363636363636364,32408.310979739672,20885.4067929917,1.5517203615404127,-0.013547782597436232,1000000.0,1011522.9041867481,False,,top_pct,0.5779530233669985,0.05,off,,0.3,0.00025,298,0,15,283
GAZP,22,31571.757393686006,0.031571757393686006,0.6818181818181818,63083.65258656947,31511.89519288347,2.0018996699638696,-0.01395100000000009,1000000.0,1031571.7573936858,False,,top_pct,0.5724070384866435,0.05,off,,0.3,0.00025,548,0,28,520
LKOH,9,8856.204223321733,0.008856204223321732,0.5555555555555556,21761.33720465287,12905.132981331139,1.6862543947538797,-0.010547182649372823,1000000.0,1008856.2042233219,False,,top_pct,0.5820403649262681,0.05,off,,0.3,0.00025,397,0,20,377
GMKN,27,41610.61292181297,0.04161061292181297,0.5925925925925926,96416.83699685367,54806.22407504071,1.7592315220409946,-0.015855174132729858,1000000.0,1041610.6129218127,False,,top_pct,0.5769012854922605,0.05,off,,0.3,0.00025,689,0,36,653
YNDX,10,22017.193267997736,0.022017193267997736,0.6,47367.54517183107,25350.351903833336,1.8685162774670763,-0.010626571262811907,1000000.0,1022017.1932679977,False,,top_pct,0.5737939267205932,0.05,off,,0.3,0.00025,318,0,16,302
ROSN,13,703.5377752525188,0.0007035377752525188,0.6153846153846154,27887.43301311563,27183.895237863115,1.0258806829961806,-0.02444779418684592,1000000.0,1000703.5377752526,False,,top_pct,0.5834741356008323,0.05,off,,0.3,0.00025,554,0,28,526
NVTK,24,36664.50266093914,0.036664502660939145,0.5833333333333334,77402.38405985717,40737.88139891803,1.9000100496613683,-0.008687408965852067,1000000.0,1036664.502660939,False,,top_pct,0.5828195425110916,0.05,off,,0.3,0.00025,865,0,44,821
NLMK,20,-13264.432615055535,-0.013264432615055536,0.45,47533.868468805056,60798.30108386059,0.7818288935942539,-0.019991934069781375,1000000.0,986735.5673849446,False,,top_pct,0.5774160670411695,0.05,off,,0.3,0.00025,717,0,36,681
MTSS,9,23117.821762280008,0.023117821762280007,0.6666666666666666,42234.865054879854,19117.043292599847,2.209278098524203,-0.011681793306672173,1000000.0,1023117.8217622802,False,,top_pct,0.5865913441897733,0.05,off,,0.3,0.00025,398,0,20,378
TATN,16,1095.7447064811388,0.0010957447064811388,0.5,38294.53275508159,37198.78804860045,1.029456462534466,-0.02686873250958764,1000000.0,1001095.744706481,False,,top_pct,0.5841806343213551,0.05,off,,0.3,0.00025,536,0,27,509
CHMF,29,44921.556068899605,0.0449215560688996,0.6551724137931034,96610.40009502396,51688.84402612435,1.8690764306161605,-0.013951000000000135,1000000.0,1044921.5560688997,False,,top_pct,0.5809368007383422,0.05,off,,0.3,0.00025,792,0,40,752
SNGS,21,45436.3518949893,0.0454363518949893,0.6666666666666666,77706.75582472718,32270.403929737895,2.407988322486372,-0.009735828702290101,1000000.0,1045436.3518949893,False,,top_pct,0.5774998896378912,0.05,off,,0.3,0.00025,656,0,33,623
PIKK,28,-44314.85839396054,-0.044314858393960536,0.42857142857142855,40862.29315561174,85177.15154957227,0.47973303183108074,-0.05207807548330072,1000000.0,955685.141606039,False,,top_pct,0.5801076760954228,0.05,off,,0.3,0.00025,1164,0,59,1105
PLZL,20,3378.8050392829855,0.0033788050392829856,0.6,46254.195151235945,42875.39011195296,1.0788052314033878,-0.022145523793584043,1000000.0,1003378.8050392829,False,,top_pct,0.578851127170809,0.05,off,,0.3,0.00025,738,0,37,701
MGNT,15,4963.355805739997,0.0049633558057399964,0.4666666666666667,31307.099284075157,26343.74347833516,1.18840738446386,-0.008288022206114376,1000000.0,1004963.3558057401,False,,top_pct,0.5799431643071531,0.05,off,,0.3,0.00025,542,0,28,514
VKCO,35,58281.915569792254,0.05828191556979225,0.6285714285714286,126330.7598513105,68048.84428151825,1.8564717914778952,-0.020853343000000003,1000000.0,1058281.9155697923,False,,top_pct,0.5738902657833929,0.05,off,,0.3,0.00025,1361,0,69,1292
OZON,21,9353.084608212877,0.009353084608212877,0.5238095238095238,48282.27998636634,38929.19537815346,1.2402588729964272,-0.021006809711033754,1000000.0,1009353.0846082129,False,,top_pct,0.5693240081731387,0.05,off,,0.3,0.00025,539,0,27,512
