symbol,trades,total_pnl,total_return,win_rate,gross_profit,gross_loss,pf,max_drawdown,equity0,equity_final,circuit_breaker_hit,circuit_breaker_time,entry_ai_mode,entry_ai_threshold,entry_ai_top_pct,entry_ai_trend_mode,entry_ai_trend_threshold,entry_ai_trend_top_pct,entry_ai_trend_slope_k,entry_ai_signal_bars,entry_ai_trend_bars,entry_ai_allowed,entry_ai_blocked
SBER,21,27604.16126775306,0.02760416126775306,0.5714285714285714,70061.63374097006,42457.472473217,1.6501602582482107,-0.021021487452997714,1000000.0,1027604.1612677531,False,,top_pct,0.5201267891491709,0.08,off,,0.3,0.00025,298,0,26,272
GAZP,29,-498.345222134817,-0.000498345222134817,0.5517241379310345,67320.44077278597,67818.78599492078,0.9926518115176504,-0.013951000000000154,1000000.0,999501.6547778653,False,,top_pct,0.5198564043055057,0.08,off,,0.3,0.00025,548,0,44,504
LKOH,22,26482.83290255972,0.02648283290255972,0.6363636363636364,69685.26288405294,43202.42998149322,1.6129940587579048,-0.025739026131101225,1000000.0,1026482.8329025595,False,,top_pct,0.519286141801664,0.08,off,,0.3,0.00025,397,0,33,364
GMKN,29,40933.460225272065,0.04093346022527206,0.5517241379310345,105839.41763286076,64905.95740758869,1.6306579836458308,-0.02414685157683202,1000000.0,1040933.4602252721,False,,top_pct,0.5212312963014962,0.08,off,,0.3,0.00025,689,0,56,633
YNDX,20,44562.89358706624,0.04456289358706624,0.65,83413.65400006938,38850.76041300313,2.1470275771526803,-0.022055778005912387,1000000.0,1044562.8935870663,False,,top_pct,0.5195777900852209,0.08,off,,0.3,0.00025,318,0,27,291
ROSN,19,-2621.4364499844746,-0.0026214364499844746,0.631578947368421,43669.77468778206,46291.211137766535,0.9433707525564008,-0.030718553313574266,1000000.0,997378.5635500157,False,,top_pct,0.5227952114846895,0.08,off,,0.3,0.00025,554,0,45,509
NVTK,34,-42299.548735641096,-0.042299548735641096,0.38235294117647056,59423.30898011586,101722.85771575695,0.584168694377047,-0.0570461343342142,1000000.0,957700.4512643586,False,,top_pct,0.5218279556944871,0.08,off,,0.3,0.00025,865,0,70,795
NLMK,32,-29641.45678383051,-0.029641456783830507,0.4375,64668.413267762575,94309.87005159308,0.6857014354105793,-0.06457849808685528,1000000.0,970358.5432161696,False,,top_pct,0.5216380965836285,0.08,off,,0.3,0.00025,717,0,58,659
MTSS,15,11096.202990445914,0.011096202990445914,0.6666666666666666,36260.322135032126,25164.119144586217,1.4409533640613499,-0.013568553516668047,1000000.0,1011096.2029904458,False,,top_pct,0.522426778582894,0.08,off,,0.3,0.00025,398,0,32,366
TATN,25,-7057.790821573183,-0.007057790821573183,0.48,54984.61926032342,62042.4100818966,0.8862424781329928,-0.021520353083659894,1000000.0,992942.2091784271,False,,top_pct,0.5217406111715587,0.08,off,,0.3,0.00025,536,0,43,493
CHMF,34,48448.711888117636,0.04844871188811763,0.6176470588235294,115235.12546172203,66786.4135736044,1.7254276625398213,-0.025132401489397663,1000000.0,1048448.7118881173,False,,top_pct,0.5216232489000848,0.08,off,,0.3,0.00025,792,0,64,728
SNGS,28,37487.51029631496,0.03748751029631496,0.6071428571428571,103374.70728203967,65887.1969857247,1.5689650191741669,-0.020853342999999858,1000000.0,1037487.5102963152,False,,top_pct,0.5206673757139093,0.08,off,,0.3,0.00025,656,0,53,603
PIKK,35,14921.713123118645,0.014921713123118645,0.4857142857142857,114955.10475478652,100033.39163166787,1.1491673218285128,-0.02727305363204308,1000000.0,1014921.7131231185,False,,top_pct,0.5220113632934578,0.08,off,,0.3,0.00025,1164,0,94,1070
PLZL,20,14143.284328539425,0.014143284328539424,0.65,60038.150188709864,45894.865860170445,1.3081670261686846,-0.020154148596471792,1000000.0,1014143.2843285394,False,,top_pct,0.5210401956820688,0.08,off,,0.3,0.00025,738,0,59,679
MGNT,21,48017.8962965341,0.0480178962965341,0.7142857142857143,72584.35703561871,24566.46073908461,2.9546118916567763,-0.009942685583120236,1000000.0,1048017.896296534,False,,top_pct,0.5205742223705243,0.08,off,,0.3,0.00025,542,0,44,498
VKCO,48,19949.44202511205,0.01994944202511205,0.5,152066.7385440291,132117.29651891702,1.1509979582594292,-0.04782499067470025,1000000.0,1019949.4420251121,False,,top_pct,0.5196164377525,0.08,off,,0.3,0.00025,1361,0,109,1252
OZON,39,19069.077892760124,0.019069077892760123,0.5128205128205128,117133.93847668625,98064.86058392613,1.1944537296969935,-0.033321300171751715,1000000.0,1019069.0778927605,False,,top_pct,0.5167996123297981,0.08,off,,0.3,0.00025,539,0,44,495
