symbol,entry_dt,exit_dt,direction,begin,v3_signal,v3_L,v3_U,v3_M,v3_segment_quality,v3_breakout,ma_close,std_close,band_lower,band_upper,dist_from_ma,band_pos,ret_1,ret_3,ret_6,ret_mean_20,ret_vol_20,atr_14,atr_14_pct,bar_range,bar_range_pct,bar_body,bar_body_pct,hour,day_of_week,z_ma,band_width_pct,edge_proximity,range_vs_atr,body_vs_range,pnl_rel,pnl_abs,bars_in_trade,max_adverse_excursion
SBER,2022-01-04 10:50:00,2022-01-04 19:00:00+00:00,1,2022-01-04 10:50:00+00:00,1.0,305.7305,309.65500000000003,307.69275000000005,ROLLING,False,307.35158653260504,1.7122487207660366,304.783213451456,309.9199596137541,-0.003942021403805326,0.26413346224937656,0.0004902120984344727,-0.0012397233459480184,-0.0074568797821295,-0.00033328881926802945,0.002037294561391828,1.0821428571428637,0.00353479733828596,0.5,0.0016332396942575294,0.14999999999997726,0.0004899719082771845,10,1,-0.0023022481231825477,0.016712931988568634,0.26413346224937656,0.46204620462045926,0.2999999999999545,-0.0033154765793427,-3315.476579342758,49,
SBER,2022-01-04 19:30:00,2022-01-05 06:50:00+00:00,1,2022-01-04 19:30:00+00:00,1.0,303.066,306.068,304.567,ROLLING,False,304.6350792537325,0.6310424397922885,303.6885155940441,305.5816429134209,-0.001428198140536961,0.27017961270786356,0.0004933399111988201,-0.0016081919327841643,-0.003276539973787629,0.00011541372983809861,0.0010849513232830093,,,0.7900000000000205,0.0025969756738988183,0.14999999999997726,0.0004930966469427261,19,1,-0.002263236274579347,0.006214410119853751,0.27017961270786356,,0.1898734177214853,-0.0011045364891517,-1100.874424290973,68,
SBER,2022-01-05 11:20:00,2022-01-05 19:20:00+00:00,1,2022-01-05 11:20:00+00:00,1.0,301.599,303.847,302.723,ROLLING,False,302.8392334519991,0.8003669535332872,301.6386830216992,304.03978388229905,-0.003431634138526609,0.06718459059671343,-0.0043547110055423,-0.005765112831493946,-0.003203752022987616,-0.00014203578766650016,0.0019894859970646214,0.9264285714285693,0.003069677175044961,1.660000000000025,0.005500331345261846,1.3199999999999932,0.004373757455268367,11,2,-0.004287575996706725,0.007928632077258363,0.06718459059671343,1.79182729375485,0.7951807228915502,-0.0118986083499005,-11846.059918972658,48,
GAZP,2022-01-03 17:50:00,2022-01-04 06:50:00+00:00,1,2022-01-03 17:50:00+00:00,1.0,349.711,351.823,350.767,ROLLING,False,350.92708763193997,0.6325759337976788,349.9782237312435,351.87595153263646,-0.001843937543569381,0.15901978594347693,-0.0005991611743559888,-0.0021934197407778022,-0.0015961691939345712,-0.00010198236075208423,0.001198300220689197,0.6271428571428633,0.0017904044111649634,0.9700000000000273,0.002769213200867955,0.12000000000000455,0.00034258307639603905,17,0,-0.002914966322697854,0.0054077552525194856,0.15901978594347693,1.5466970387244017,0.12371134020618679,0.0073940847322143,7394.08473221432,78,
GAZP,2022-01-04 11:50:00,2022-01-04 19:50:00+00:00,1,2022-01-04 11:50:00+00:00,1.0,350.802,357.579,354.19050000000004,ROLLING,False,352.5382835393774,2.7807496907294196,348.3671590032833,356.7094080754715,-0.004221622470148423,0.3215968467857067,0.0015977631316157481,0.005096343802788672,-0.0040287116634040165,-0.0009709326657528161,0.002601799958090296,1.7764285714285637,0.005060329216432314,1.7099999999999795,0.004871100982765929,0.6800000000000068,0.0019370460048426343,11,1,-0.001518159827266239,0.023663384834221618,0.3215968467857067,0.9626055488540336,0.39766081871345904,0.0029312063808573,2952.879969205035,48,
GAZP,2022-01-04 21:00:00,2022-01-05 06:50:00+00:00,1,2022-01-04 21:00:00+00:00,1.0,351.9,354.614,353.25699999999995,ROLLING,False,352.9294857901991,0.5239723618163438,352.1435272474746,353.71544433292365,0.0005114738696222104,0.6148369792986387,-0.0001698898547441985,-0.00039631988676569474,0.00036829282112305073,1.3498573225673161e-05,0.001086544329513027,,,1.160000000000025,0.0032850952960834442,0.08000000000004093,0.00022655829628172785,21,1,0.0009761466575244398,0.004453912605033781,0.3851630207013613,,0.0689655172414131,-0.0023986859618816,-2423.505080859018,59,
GAZP,2022-01-05 11:20:00,2022-01-05 19:20:00+00:00,1,2022-01-05 11:20:00+00:00,1.0,349.83,352.283,351.0565,ROLLING,False,351.3427765193739,0.8643565659113561,350.04624167050684,352.63931136824095,-0.002000258910503487,0.22897893180888382,-0.0019071475335175059,-0.005502297350955754,-0.0024466571834993456,8.181409705809716e-06,0.001487284911850292,0.9442857142857081,0.0026930347772236712,1.3000000000000114,0.0037075062742414197,0.660000000000025,0.001882272416153391,11,2,-0.0023141594445973386,0.007380455415713152,0.22897893180888382,1.3767019667171163,0.5076923076923224,-0.0150524754734199,-15171.743155023078,48,
GAZP,2022-01-06 11:20:00,2022-01-06 19:20:00+00:00,1,2022-01-06 11:20:00+00:00,1.0,335.995,342.738,339.3665,ROLLING,False,340.18942395960056,1.8920625317041648,337.3513301620443,343.02751775715683,-0.0064358966075928545,0.11427914019512733,-0.00050270573971678,-0.008594139559440328,-0.01290812452543666,-0.0005376926937883164,0.00326591172130032,2.0235714285714272,0.005986897717666945,1.990000000000009,0.005887573964497068,0.17000000000001592,0.0005029585798817039,11,3,-0.003401524262412245,0.016685373487056485,0.11427914019512733,0.9834098129191721,0.08542713567839957,0.0120532544378698,11965.889032191108,48,
GAZP,2022-01-10 10:10:00,2022-01-10 18:10:00+00:00,1,2022-01-10 10:10:00+00:00,1.0,348.204,350.353,349.2785,ROLLING,False,348.7538262718551,1.3589956919107669,346.71533273398893,350.7923198097212,0.0002184168958350894,0.5186838287024068,-8.599438170042717e-05,-0.00040118061724514487,0.00017203314505254141,3.9676672642174894e-05,0.0014220372412134408,1.0257142857142907,0.002940441721509878,1.0600000000000023,0.0030387294670756594,0.03000000000002956,8.60017773701504e-05,10,0,0.000160719343803064,0.011690157264552166,0.4813161712975932,1.0334261838440082,0.02830188679248066,-0.0149901097956023,-15060.82721998567,48,
GAZP,2022-01-11 10:10:00,2022-01-11 18:10:00+00:00,1,2022-01-11 10:10:00+00:00,1.0,343.03,344.7975,343.91375,ROLLING,False,343.56307161044936,0.8143645471462844,342.34152478972993,344.7846184311688,-0.0006783954089036703,0.40459980473277923,0.003771488714770177,0.00023306627822283765,-0.00145420702091148,-0.00019477735003733398,0.0017302487597134234,0.8335714285714378,0.0024279015191548594,2.0600000000000023,0.006000058252992754,1.2899999999999636,0.0037573180322137993,10,1,-0.0008330365206600897,0.007111048431331302,0.40459980473277923,2.4712939160239684,0.6262135922329913,-0.0004689365916173,-464.0862764765381,48,
GAZP,2022-01-11 18:20:00,2022-01-12 06:50:00+00:00,1,2022-01-11 18:20:00+00:00,1.0,342.151,345.4455,343.79825,ROLLING,False,343.81076011909227,1.1246716076759387,342.1237527075784,345.49776753060615,-0.0036088460950509118,0.13226002724586822,-0.0015447391431070434,0.0008472595535820027,-0.0032587506182897297,-0.0002903063443264409,0.0012256175534691215,0.8600000000000014,0.002510435823335381,0.8100000000000023,0.0023644802522112336,0.5300000000000296,0.0015471290539160742,18,1,-0.003208799858038881,0.009813581232475263,0.13226002724586822,0.9418604651162802,0.6543209876543556,0.0039028519718598,3860.672648526462,75,
GAZP,2022-01-12 11:00:00,2022-01-12 19:00:00+00:00,1,2022-01-12 11:00:00+00:00,1.0,341.12,343.02,342.07,ROLLING,False,342.15214464131026,0.8828830503225186,340.8278200658265,343.47646921679404,0.0004613601322161209,0.5595984404473044,0.004578136463682991,-0.00017524899962029217,0.0006431056154814208,2.234238290887425e-05,0.001993517720843849,0.9178571428571364,0.002681362340735405,1.9499999999999886,0.005696590809500127,1.5400000000000205,0.0044988460751950584,11,2,0.0005225608669773254,0.007741144378166154,0.44040155955269555,2.124513618677045,0.7897435897436049,0.0072390523209956,7188.765264240602,48,
GAZP,2022-01-12 22:40:00,2022-01-13 06:50:00+00:00,1,2022-01-12 22:40:00+00:00,1.0,346.47,348.09,347.28,ROLLING,False,347.182366257528,0.5366703240098675,346.37736077151317,347.9873717435428,-0.0017638172817617949,0.11965087930051849,-0.0020731953122751223,-0.0016707475154831286,-0.0009512827904294419,1.8643987311273146e-06,0.0009421803174249827,0.4492857142857239,0.0012963779735283606,0.7300000000000182,0.0021063565802003008,0.6299999999999955,0.00181781458291253,22,2,-0.0032865936550823044,0.00463736390008749,0.11965087930051849,1.624801271860101,0.8630136986301092,0.0008887093516461,888.9245347650422,49,
GAZP,2022-01-13 10:40:00,2022-01-13 18:40:00+00:00,1,2022-01-13 10:40:00+00:00,1.0,344.714,346.549,345.6315,ROLLING,False,345.6001647337721,0.7390414412088537,344.4916025719588,346.70872689558536,-0.002025938657498829,0.18420141066926837,0.0005511879550925691,0.00034804803062815637,-0.003323219187978732,-9.928790350466899e-05,0.0011567668174313507,0.8621428571428608,0.002499689350950597,0.8599999999999568,0.002493476369962183,0.2999999999999545,0.0008698173383588128,10,3,-0.0027413058923799875,0.006415287230359001,0.18420141066926837,0.997514498757195,0.3488372093022902,-0.0207219483908378,-20745.38604275311,48,
GAZP,2022-01-13 23:10:00,2022-01-14 07:10:00+00:00,1,2022-01-13 23:10:00+00:00,1.0,335.276,340.268,337.772,ROLLING,False,337.38775562932545,1.1361935643313945,335.68346528282837,339.09204597582254,-0.00467638674789037,0.03712240623544869,-0.0029394299287410774,-0.005419973936737321,-0.007712310147154455,-0.00032061163197121266,0.0017142013859661937,0.9207142857142928,0.0027417714949355076,1.7900000000000205,0.005330395163932047,0.9300000000000068,0.0027694231857300464,23,3,-0.004115836328154385,0.010102858316942156,0.03712240623544869,1.9441427463149803,0.5195530726256962,0.0077960751615497,7643.160358199673,48,
GAZP,2022-01-14 10:30:00,2022-01-14 18:30:00+00:00,1,2022-01-14 10:30:00+00:00,1.0,337.599,340.3125,338.95575,ROLLING,False,338.866806425913,0.8924426737547716,337.52814241528085,340.20547043654517,0.00036354571103124896,0.5460136274332278,-0.000854751237915452,-0.0010902876001885886,0.0027509909483522943,-8.072655968993092e-05,0.001946432248892352,1.3228571428571456,0.0039023485732828274,1.3799999999999955,0.004070916546210789,0.2899999999999636,0.0008554824626094092,10,4,0.0004073602952016,0.007900827022577274,0.4539863725667722,1.0431965442764521,0.21014492753620623,-0.0142482079117378,-14077.640175023822,48,
GAZP,2022-01-17 10:50:00,2022-01-17 19:00:00+00:00,1,2022-01-17 10:50:00+00:00,1.0,334.7075,338.344,336.52575,ROLLING,False,336.5630185189039,1.2732251566114274,334.6531807839868,338.472856253821,-0.004346937834531293,0.11697831911165729,-0.008051625125806594,-0.006551836589487325,-0.007405213270142208,-0.00015968961794963766,0.0029563913513677843,1.4764285714285765,0.004405934262693454,3.6399999999999864,0.010862429125634098,2.7199999999999704,0.008116980005968279,10,0,-0.003414115572535711,0.011349064691193027,0.11697831911165729,2.465408805031429,0.7472527472527419,-0.0146433900328261,-14261.94712744655,49,
GAZP,2022-01-17 22:00:00,2022-01-18 06:50:00+00:00,1,2022-01-17 22:00:00+00:00,1.0,325.028,328.9,326.964,ROLLING,False,327.6704559781535,1.6886217561087886,325.1375233439903,330.20338861231664,-0.004335013890444212,0.21960249574051943,-0.0047588542143315316,-0.00790634027672199,-0.006002071781122553,0.00032040607137562847,0.0038039984990952875,1.0092857142857221,0.0030935960591133246,2.5200000000000387,0.007724137931034601,1.6000000000000227,0.004904214559387043,22,0,-0.002567190594792343,0.015460244205428372,0.21960249574051943,2.4968152866242224,0.6349206349206343,0.0061363984674329,5889.035590517951,53,
GAZP,2022-01-18 14:00:00,2022-01-18 22:00:00+00:00,1,2022-01-18 14:00:00+00:00,1.0,319.533,324.631,322.082,ROLLING,False,321.27859168840996,1.2605563032265976,319.3877572335701,323.16942614324984,-0.0030459287164674525,0.24122756069282103,-0.004073256428593686,-0.004599415749891089,-0.003143381780834731,0.0002393990449814587,0.0025535886781795246,1.492857142857137,0.004660809062932055,1.8600000000000136,0.005807055885107754,1.3100000000000023,0.004089915704027481,14,1,-0.002416336905119514,0.011770684407591589,0.24122756069282103,1.2459330143540808,0.7043010752688132,-0.0397533562285357,-38384.97721419556,48,
GAZP,2022-01-20 21:30:00,2022-01-21 06:50:00+00:00,1,2022-01-20 21:30:00+00:00,1.0,312.34000000000003,318.26800000000003,315.30400000000003,ROLLING,False,315.5018882274319,1.6115734610069121,313.08452803592155,317.91924841894223,-0.006693741959190857,0.0631829640347432,-0.002863597314582189,-0.005047939551717673,-0.007631412286257189,-0.0009053617704381844,0.002680872021686817,1.28857142857143,0.004111718397432688,2.319999999999993,0.007402916493825564,0.9000000000000341,0.0028718210536393444,21,3,-0.004153544421740852,0.015323903163253137,0.0631829640347432,1.800443458980037,0.38793103448277444,-0.0087111905293722,-8076.957492447078,56,
GAZP,2022-01-26 21:00:00,2022-01-27 06:50:00+00:00,1,2022-01-26 21:00:00+00:00,1.0,300.778,306.688,303.733,ROLLING,False,303.0274990924157,1.4421001993693507,300.86434879336167,305.1906493914698,-0.00276377257814582,0.30641680497606544,-0.0016518550332023096,0.0031203319502075555,-0.0072275698938860655,-0.0008252799560082069,0.003974708820216247,,,1.579999999999984,0.005228498626691763,0.6899999999999977,0.002283331678745153,21,2,-0.0019164913640220382,0.014276924078064258,0.30641680497606544,,0.43670886075949666,-0.0121843873059995,-11198.869494413038,59,
