symbol,side,entry_time,exit_time,entry_price,exit_price,pnl,pnl_rel,bars_held,entry_reason,exit_reason,entry_atr_pct,entry_slope_pct_per_bar,entry_geo_class,entry_geo_h_pct,entry_dist_L_pct,entry_dist_U_pct,trend
SNGS,1,2024-08-02 21:40:00+00:00,2024-08-05 09:50:00+00:00,26.98,26.62,-11046.42726245787,-0.009340252038547,361,v3_long,gap_sl,0.0035689711230916,-0.0003686550574286,A,0.0077806595035198,0.2380952380952405,0.7619047619047595,True
NLMK,-1,2025-06-03 19:20:00+00:00,2025-06-04 06:50:00+00:00,118.92,120.48,-9084.469518816004,-0.0091826437941473,69,v3_short,gap_sl,0.0029860581972445,-3.0272452068618706e-05,A,0.0126135216952573,0.9866666666666694,0.0133333333333306,False
NLMK,-1,2023-03-03 13:20:00+00:00,2023-03-03 18:40:00+00:00,126.94,128.54,-8906.619330091124,-0.0088230660154403,32,v3_short,gap_sl,0.0037513035779933,,A,0.017488577280605,0.7387387387387394,0.2612612612612606,False
NVTK,-1,2022-01-04 12:10:00+00:00,2022-01-04 18:40:00+00:00,1772.6,1792.0,-7661.062845537664,-0.0076610628455376,39,v3_short,gap_sl,0.0032685038925871,,A,0.0108315468802888,0.8333333333333314,0.1666666666666686,False
OZON,-1,2025-02-11 21:40:00+00:00,2025-02-12 09:50:00+00:00,3706.5,3746.0,-7378.550440226446,-0.0074598677998111,73,v3_short,gap_sl,0.0034192551970201,0.0003345474167003,A,0.0078240928099285,0.7068965517241379,0.293103448275862,True
SNGS,-1,2025-06-14 13:20:00+00:00,2025-06-15 09:50:00+00:00,23.085,23.33,-8934.264565895359,-0.0074290664933939,123,v3_short,gap_sl,0.003165666439811,,A,0.0207882200086617,0.8229166666666651,0.1770833333333349,False
SNGS,-1,2024-01-11 13:20:00+00:00,2024-01-11 18:40:00+00:00,29.365,29.675,-8129.859550362334,-0.0073897497020262,32,v3_short,gap_sl,0.0048867062141398,,A,0.0296119809394146,0.7873563218390781,0.2126436781609219,False
PIKK,-1,2025-05-12 20:20:00+00:00,2025-05-13 06:50:00+00:00,499.6,504.8,-6854.779127274377,-0.0072858286629303,63,v3_short,gap_sl,0.0040440515677848,8.406725380304334e-05,A,0.0156124899919936,0.6923076923076956,0.3076923076923043,False
TATN,-1,2022-02-03 21:10:00+00:00,2022-02-04 06:50:00+00:00,486.0,491.0,-7216.473018183452,-0.0072016460905349,58,v3_short,gap_sl,0.0036552560567718,-6.785934608266407e-05,A,0.0143944067448077,0.6285714285714253,0.3714285714285746,False
NVTK,-1,2023-03-03 13:20:00+00:00,2023-03-03 18:40:00+00:00,1067.2,1078.0,-6848.0437994529175,-0.0070839580209894,32,v3_short,gap_sl,0.0033210134447479,,A,0.011623547056618,0.854838709677424,0.1451612903225759,False
SBER,-1,2022-01-21 10:20:00+00:00,2022-01-21 10:20:00+00:00,253.77,256.3077,-7000.000000000003,-0.007,0,v3_short,sl,0.0081826763732726,-0.0001966657470539,A,0.0330666456469474,0.5852205005959481,0.4147794994040519,False
SBER,-1,2022-02-10 13:20:00+00:00,2022-02-10 15:50:00+00:00,276.67,279.43670000000003,-6881.534598834562,-0.007,15,v3_short,sl,0.003944345434207,,A,0.0129396031373115,0.8379888268156462,0.1620111731843538,False
SBER,1,2022-02-11 19:50:00+00:00,2022-02-11 21:30:00+00:00,266.3,263.637,-6803.965075046886,-0.007,10,v3_long,sl,0.0050112271720554,-0.0003852797596695,A,0.0140067592940291,0.2010723860589833,0.7989276139410166,True
SBER,-1,2024-09-04 13:20:00+00:00,2024-09-04 15:20:00+00:00,246.61,249.07610000000005,-7065.16926981337,-0.007,12,v3_short,sl,0.0042491495909155,,A,0.0206356928565635,0.7485265225933243,0.2514734774066756,False
SBER,1,2025-04-08 19:20:00+00:00,2025-04-08 19:50:00+00:00,290.03,287.1297,-7116.043747161454,-0.007,3,v3_long,sl,0.0034239948436016,9.343860979898756e-05,A,0.0160673033824088,0.0064377682403374,0.9935622317596624,False
SBER,-1,2025-10-23 13:10:00+00:00,2025-10-23 18:30:00+00:00,287.09,289.9609,-7165.100070026665,-0.007,32,v3_short,sl,0.0032357357219724,,A,0.0096833745515344,0.6762589928057465,0.3237410071942534,False
GAZP,-1,2022-01-25 21:10:00+00:00,2022-01-25 21:30:00+00:00,297.71,300.6871,-6998.574480139259,-0.007,2,v3_short,sl,0.0050521770421014,-0.000113182199832,A,0.0275398824517212,0.9865853658536567,0.0134146341463431,False
GAZP,-1,2022-01-27 10:20:00+00:00,2022-01-27 10:40:00+00:00,299.07,302.0607,-6990.936256229299,-0.007,2,v3_short,sl,0.0046087058995894,-0.0002668717811517,A,0.0205671861413951,0.824390243902441,0.175609756097559,True
GAZP,-1,2024-07-11 13:20:00+00:00,2024-07-11 14:00:00+00:00,120.57,121.7757,-7526.945886871262,-0.007,4,v3_short,sl,0.0071637877244113,,A,0.0339193896168519,0.7261613691931531,0.2738386308068468,False
GAZP,-1,2024-07-19 13:20:00+00:00,2024-07-19 15:50:00+00:00,130.43,131.73430000000002,-7421.937464803545,-0.007,15,v3_short,sl,0.004968912352183,,A,0.0182473357356436,0.6890756302521084,0.3109243697478916,False
GAZP,-1,2024-11-21 21:40:00+00:00,2024-11-21 23:00:00+00:00,122.65,123.8765,-7465.984264324252,-0.007,8,v3_short,sl,0.0055375758130402,-0.0001280065226253,A,0.0240521810028536,0.989830508474576,0.0101694915254241,False
GAZP,-1,2025-01-17 13:20:00+00:00,2025-01-17 16:30:00+00:00,136.83,138.19830000000002,-7515.883117162578,-0.007,19,v3_short,sl,0.0033344819544658,,A,0.0175425772969812,0.8875000000000078,0.1124999999999921,False
GAZP,-1,2025-01-22 13:20:00+00:00,2025-01-22 14:50:00+00:00,137.8,139.17800000000005,-7463.271935342491,-0.007,9,v3_short,sl,0.00378450117164,,A,0.0156045870227899,0.6790697674418624,0.3209302325581376,False
GAZP,-1,2025-01-28 11:10:00+00:00,2025-01-28 15:50:00+00:00,134.59,135.9359,-7420.034839226059,-0.007,28,v3_short,sl,0.0034806563523406,-4.457983505461199e-06,A,0.0121108551898357,0.7730061349693217,0.2269938650306782,False
GAZP,1,2025-02-27 19:20:00+00:00,2025-02-27 20:50:00+00:00,169.19,167.4981,-7190.842902098249,-0.007,9,v3_long,sl,0.0043318190262273,9.693817236079834e-05,A,0.0170823974465067,0.0830449826989646,0.9169550173010352,False
GAZP,1,2025-03-05 19:50:00+00:00,2025-03-05 22:20:00+00:00,174.26,172.51739999999998,-7164.973949025198,-0.007,15,v3_long,sl,0.0041860797334023,0.0003740891617419,A,0.0127373917034826,0.0720720720720705,0.9279279279279294,True
GAZP,-1,2025-04-16 12:20:00+00:00,2025-04-16 16:30:00+00:00,131.28,132.5928,-7244.37136311846,-0.007,25,v3_short,sl,0.0036306395511209,,A,0.0190418158275573,0.9039999999999964,0.0960000000000036,False
GAZP,-1,2025-05-07 11:20:00+00:00,2025-05-07 13:50:00+00:00,138.02,139.4002,-7145.855438312928,-0.007,15,v3_short,sl,0.003569511540526,3.6231884057938063e-06,A,0.0154347826086956,0.5915492957746582,0.4084507042253418,False
GAZP,1,2025-05-19 21:00:00+00:00,2025-05-19 21:50:00+00:00,140.86,139.4514,-7083.245532774064,-0.007,5,v3_long,sl,0.0043679003510256,3.2654220203026646e-05,A,0.0232838787534606,0.1951219512195166,0.8048780487804834,False
GAZP,-1,2025-08-06 20:10:00+00:00,2025-08-06 20:20:00+00:00,125.86,127.1186,-7053.246484426951,-0.007,1,v3_short,sl,0.0033581206199307,-0.000184331797235,A,0.0209756872715715,0.8068181818181799,0.1931818181818201,False
GAZP,-1,2025-10-17 12:40:00+00:00,2025-10-17 15:40:00+00:00,123.63,124.8663,-7088.493991613965,-0.007,18,v3_short,sl,0.0040311116761242,,A,0.0157754227004287,0.5538461538461522,0.4461538461538478,False
LKOH,1,2022-01-26 23:00:00+00:00,2022-01-27 07:00:00+00:00,6555.5,6489.945,-6974.421021386876,-0.007,48,v3_long,sl,0.0049409237379162,9.382151029748284e-05,A,0.0145690312738367,0.0575916230366492,0.9424083769633508,False
LKOH,1,2022-02-11 20:10:00+00:00,2022-02-11 21:30:00+00:00,6818.0,6749.82,-6930.4737551740845,-0.007,8,v3_long,sl,0.0036356016554036,-0.0001701503483681,A,0.0128346167950128,0.0971428571428571,0.9028571428571428,False
LKOH,-1,2022-02-15 10:50:00+00:00,2022-02-15 11:00:00+00:00,6830.5,6898.805,-6881.960438887866,-0.007,1,v3_short,sl,0.0030565103976206,1.0239157463614425e-05,A,0.0092883785562787,0.7480314960629921,0.2519685039370078,False
LKOH,-1,2022-10-18 13:20:00+00:00,2022-10-18 15:50:00+00:00,4260.0,4302.6,-6997.569611939226,-0.007,15,v3_short,sl,0.0040800357701766,,A,0.0185446009389671,0.6708860759493671,0.3291139240506329,False
LKOH,-1,2024-11-21 13:20:00+00:00,2024-11-21 18:10:00+00:00,6831.5,6899.8150000000005,-6933.22541274684,-0.007,29,v3_short,sl,0.003251981512851,,A,0.0112721417069243,0.8246753246753247,0.1753246753246753,False
LKOH,1,2025-04-08 19:40:00+00:00,2025-04-08 20:00:00+00:00,6388.5,6324.615,-6916.411077978986,-0.007,2,v3_long,sl,0.0032357133269844,-1.644221735045412e-05,A,0.0149545881616035,0.1727748691099476,0.8272251308900523,False
LKOH,-1,2025-10-17 10:20:00+00:00,2025-10-17 14:00:00+00:00,6181.5,6243.3150000000005,-6809.05623733164,-0.007,22,v3_short,sl,0.0032239054321073,-1.61773032435493e-06,A,0.0114049987867022,0.7304964539007093,0.2695035460992908,False
LKOH,1,2025-10-27 21:40:00+00:00,2025-10-27 23:20:00+00:00,5300.5,5247.495,-6761.392843670277,-0.007,10,v3_long,sl,0.00409510974201,-0.0003066037735849,A,0.0166981132075471,0.2033898305084746,0.7966101694915254,True
LKOH,-1,2025-10-30 10:20:00+00:00,2025-10-30 10:20:00+00:00,5433.5,5487.835,-6736.465870977247,-0.007,0,v3_short,sl,0.0030367166651329,4.232998987761112e-05,A,0.0180362565565473,0.8367346938775511,0.1632653061224489,False
