symbol,trades,total_pnl,total_return,win_rate,gross_profit,gross_loss,pf,max_drawdown,equity0,equity_final,circuit_breaker_hit,circuit_breaker_time,entry_ai_mode,entry_ai_threshold,entry_ai_top_pct,entry_ai_trend_mode,entry_ai_trend_threshold,entry_ai_trend_top_pct,entry_ai_trend_slope_k,entry_ai_signal_bars,entry_ai_trend_bars,entry_ai_allowed,entry_ai_blocked
SBER,11,8338.374039666463,0.008338374039666464,0.5454545454545454,32338.210496640233,23999.83645697377,1.347434619173979,-0.01395099999999997,1000000.0,1008338.3740396665,False,,top_pct,0.522383177167339,0.05,off,,0.3,0.00025,298,0,15,283
GAZP,18,-15586.20821455622,-0.01558620821455622,0.5555555555555556,30332.030700731084,45918.23891528731,0.6605660717234695,-0.02814803515048961,1000000.0,984413.791785444,False,,top_pct,0.5223459261216016,0.05,off,,0.3,0.00025,548,0,28,520
LKOH,16,50959.32733335444,0.05095932733335444,0.8125,66490.57175128441,15531.244417929971,4.281084629286028,-0.006999999999999958,1000000.0,1050959.3273333546,False,,top_pct,0.5208747203048947,0.05,off,,0.3,0.00025,397,0,21,376
GMKN,22,15207.906732307547,0.015207906732307546,0.5,64703.975679317,49496.06894700946,1.307254839744731,-0.02109553301537457,1000000.0,1015207.9067323074,False,,top_pct,0.522877175345903,0.05,off,,0.3,0.00025,689,0,38,651
YNDX,13,68053.80486251407,0.06805380486251407,0.8461538461538461,76428.40496736145,8374.600104847383,9.126215462290933,-0.007000000000000083,1000000.0,1068053.804862514,False,,top_pct,0.5203426421611933,0.05,off,,0.3,0.00025,318,0,16,302
ROSN,14,6080.469307607707,0.006080469307607707,0.7142857142857143,31131.88198385928,25051.41267625157,1.2427196176993212,-0.023224713809408697,1000000.0,1006080.4693076079,False,,top_pct,0.5240671750869781,0.05,off,,0.3,0.00025,554,0,28,526
NVTK,20,-5898.280352569995,-0.005898280352569995,0.4,47630.063357350766,53528.34370992076,0.8898101464798952,-0.020022635568409126,1000000.0,994101.7196474301,False,,top_pct,0.523875042579666,0.05,off,,0.3,0.00025,865,0,44,821
NLMK,23,-54660.00688174162,-0.054660006881741614,0.30434782608695654,28352.472585252264,83012.47946699389,0.3415447022820867,-0.05942829492348633,1000000.0,945339.9931182584,False,,top_pct,0.5229651216900908,0.05,off,,0.3,0.00025,717,0,36,681
MTSS,10,11563.091058835153,0.011563091058835153,0.7,24885.302554775095,13322.211495939944,1.867955824178223,-0.010611532424370478,1000000.0,1011563.091058835,False,,top_pct,0.5241032088770476,0.05,off,,0.3,0.00025,398,0,20,378
TATN,18,-6916.578589538434,-0.006916578589538434,0.5,35572.38859440915,42488.96718394759,0.8372147160086411,-0.02393213797779212,1000000.0,993083.4214104617,False,,top_pct,0.5241000292121759,0.05,off,,0.3,0.00025,536,0,28,508
CHMF,26,51773.42857229996,0.05177342857229996,0.6538461538461539,96544.88657254787,44771.4580002479,2.1563936240810677,-0.02172751792393368,1000000.0,1051773.4285723,False,,top_pct,0.522877175345903,0.05,off,,0.3,0.00025,792,0,42,750
SNGS,18,35188.76918350149,0.03518876918350149,0.6111111111111112,72306.7010108039,37117.9318273024,1.9480261278355524,-0.012582198487459048,1000000.0,1035188.7691835013,False,,top_pct,0.5230942186147367,0.05,off,,0.3,0.00025,656,0,33,623
PIKK,28,-10492.050381583398,-0.010492050381583398,0.42857142857142855,73010.6252454614,83502.6756270448,0.8743507282515719,-0.02336594493631613,1000000.0,989507.9496184167,False,,top_pct,0.523745505519079,0.05,off,,0.3,0.00025,1164,0,60,1104
PLZL,13,-14352.463862580427,-0.014352463862580427,0.5384615384615384,24089.28339612865,38441.747258709074,0.6266438212084952,-0.01855398973126445,1000000.0,985647.5361374196,False,,top_pct,0.5233921361010762,0.05,off,,0.3,0.00025,738,0,38,700
MGNT,18,30251.8653927429,0.0302518653927429,0.6666666666666666,52993.04243467653,22741.177041933624,2.3302682326846993,-0.008529503653939202,1000000.0,1030251.8653927429,False,,top_pct,0.522877175345903,0.05,off,,0.3,0.00025,542,0,30,512
VKCO,31,23949.629574141254,0.023949629574141255,0.5483870967741935,96796.92564343708,72847.29606929581,1.328764839141857,-0.03032410179798697,1000000.0,1023949.6295741415,False,,top_pct,0.5215956045860441,0.05,off,,0.3,0.00025,1361,0,69,1292
OZON,26,20573.532234563598,0.020573532234563596,0.5384615384615384,77741.62449281226,57168.09225824866,1.3598778868048564,-0.019230167459273334,1000000.0,1020573.5322345637,False,,top_pct,0.5189117762190082,0.05,off,,0.3,0.00025,539,0,27,512
