symbol,trades,pf,win_rate,calmar,total_return,max_drawdown
ALL,191,0.46313703855941035,0.4712041884816754,-1.0,-0.7288947361012987,-0.7288947361012987
CHMF,7,0.0908195334937064,0.2857142857142857,-1.0,-0.03855479516369542,-0.03855479516369542
GAZP,18,0.3416372304530272,0.4444444444444444,-0.9740182886623527,-0.09874647209926846,-0.1013805112785714
GMKN,25,1.0010940534713129,0.6,-0.04127133054849872,-0.0018633871121723766,-0.04514967381491797
LKOH,12,0.7163140046400713,0.5,-0.5401927502299593,-0.024356600691673003,-0.04508872190769764
MGNT,13,0.2963891111627419,0.5384615384615384,-0.8769760197297217,-0.06613685278969417,-0.0754146650555817
MTSS,3,0.0,0.0,-1.0,-0.01415507954762596,-0.01415507954762596
NLMK,6,0.27131274721832527,0.5,-0.8564030510781543,-0.020627263659977246,-0.024085929672960527
NVTK,11,0.4833991165550336,0.5454545454545454,-0.8160858850107829,-0.05185184564004952,-0.06353724110712244
OZON,19,0.2005432720053684,0.42105263157894735,-0.9883199909832239,-0.21713319338185644,-0.21969928298813712
PIKK,10,3.082082554812628,0.6,1.3981818429503325,0.03959258485147377,-0.028317192825168314
PLZL,6,0.25620466042523793,0.3333333333333333,-0.634217718716263,-0.016705163163165837,-0.026339792582552257
ROSN,12,0.654259782163443,0.5,-0.6248719658239335,-0.028852104409577084,-0.046172825774850934
SBER,3,0.0,0.0,-1.0,-0.012990002391959798,-0.012990002391959798
SNGS,5,0.5067513456276684,0.2,-0.3568039031932366,-0.007560327612956996,-0.021189027208770472
TATN,26,0.8059597536933658,0.5769230769230769,-0.6926160668180489,-0.027976052299883092,-0.040391861581276944
VKCO,10,0.1269966518925943,0.4,-1.0,-0.14009575062156066,-0.14009575062156066
YNDX,5,0.05047643834776016,0.2,-0.9333436324969339,-0.029439209754358875,-0.03154166239459033
