symbol,entry_dt,exit_dt,direction,begin,v3_signal,v3_L,v3_U,v3_M,v3_segment_quality,v3_breakout,ma_close,std_close,band_lower,band_upper,dist_from_ma,band_pos,ret_1,ret_3,ret_6,ret_mean_20,ret_vol_20,atr_14,atr_14_pct,bar_range,bar_range_pct,bar_body,bar_body_pct,hour,day_of_week,z_ma,band_width_pct,edge_proximity,range_vs_atr,body_vs_range,pnl_rel,pnl_abs,bars_in_trade,max_adverse_excursion
SBER,2022-01-04 21:30:00,2022-01-05 21:30:00+00:00,1,2022-01-04 21:30:00+00:00,1.0,303.152,308.914,306.033,ROLLING,False,304.6937406990909,1.2181839760679183,302.866464734989,306.52101666319277,-0.002572224481187692,0.2855439696882162,-0.002003152502298544,-0.0029853684141459835,-0.004291986108380885,0.00015325077913350138,0.002636658256164393,1.0128571428571433,0.003332753587763296,0.6599999999999682,0.0021716955677666683,0.6099999999999568,0.002007173176269148,21,1,-0.002111523818832666,0.011994181172933683,0.2855439696882162,0.6516220028208428,0.9242424242424032,-0.0250600506728966,-25060.050672896698,48,
SBER,2022-01-11 10:00:00,2022-01-12 10:00:00+00:00,1,2022-01-11 10:00:00+00:00,1.0,290.066,294.696,292.381,ROLLING,False,291.7966200060706,1.2514247356011938,289.91948290266885,293.6737571094724,-0.0013592344080695068,0.3943550779130955,0.002407980736154114,0.000446321282658646,-0.0027037201820734325,-0.0003087209049674799,0.0029303760261305133,,,1.5600000000000023,0.005353466026080996,0.6999999999999886,0.0024021962937542506,10,1,-0.0010861495457148052,0.012866064749911855,0.3943550779130955,,0.4487179487179408,0.0004564172958133,444.9794552522416,48,
SBER,2022-01-12 14:00:00,2022-01-13 14:00:00+00:00,1,2022-01-12 14:00:00+00:00,1.0,288.946,292.148,290.547,ROLLING,False,290.1272294388121,1.4505641289071913,287.9513832454513,292.30307563217286,-0.0011278825480980764,0.42480409695074756,0.0049240585338790055,0.007369299221356984,0.0012783747365512355,-0.00043240789940567347,0.0027359686716371414,1.585714285714289,0.005471753918958899,2.069999999999993,0.007142857142857119,1.2800000000000296,0.004416839199447997,14,2,-0.0007775475248707461,0.01499925530995122,0.42480409695074756,1.3054054054053985,0.6183574879227216,-0.0101207729468598,-9871.649399995333,48,
SBER,2022-02-01 10:00:00,2022-02-02 10:00:00+00:00,1,2022-02-01 10:00:00+00:00,1.0,264.392,269.672,267.03200000000004,ROLLING,False,268.2350395231382,2.9157468092289216,263.86141930929483,272.60865973698156,-0.012060465809721853,0.1301645587677386,-0.013402829486224954,-0.023329524932738654,-0.028307421531240884,-0.00011708899033977538,0.005037939670124574,,,8.960000000000036,0.03381132075471712,3.579999999999984,0.01350943396226409,10,1,-0.00413632136080817,0.032610357107846044,0.1301645587677386,,0.399553571428568,-0.0042264150943396,-4080.659897767015,48,
SBER,2022-02-10 08:30:00,2022-02-11 08:30:00+00:00,1,2022-02-10 08:30:00+00:00,1.0,274.114,279.302,276.708,ROLLING,False,277.5633800959004,1.9665865295892737,274.6135003015165,280.5132598902843,-0.007361850454459904,0.1536502775823767,-0.0044084700440848446,-0.004839991331358928,,-0.00040943764413226556,0.0029851001385123037,,,2.240000000000009,0.008130081300813042,1.2200000000000273,0.004427990708478612,8,3,-0.0037434663279207166,0.021255540218343513,0.1536502775823767,,0.5446428571428671,-0.0032266260162601,-3102.1835029101017,48,
GAZP,2022-01-04 10:30:00,2022-01-05 10:30:00+00:00,1,2022-01-04 10:30:00+00:00,1.0,350.004,356.014,353.009,ROLLING,False,353.60865668877926,2.6715350006583685,349.6013541877917,357.61595918976684,-0.003220104110124766,0.35792728543719626,-0.0010486339417298263,-0.010610526315789404,-0.011526165236412478,0.0002803725674766,0.002905897811139574,,,2.3000000000000114,0.006525378046358587,0.40999999999996817,0.0011632195647855652,10,1,-0.0012053385448183196,0.022665183248126844,0.35792728543719626,,0.17826086956520268,0.0002184583085084,218.45830850843976,48,
GAZP,2022-01-05 11:00:00,2022-01-06 11:00:00+00:00,1,2022-01-05 11:00:00+00:00,1.0,349.898,354.156,352.027,ROLLING,False,351.6305121662465,1.362610172025846,349.5865969082077,353.6744274242853,-0.00281691187759668,0.2576924575637902,-0.005502297350955754,-0.0006839945280437965,0.004325036519348124,-0.00014357525634528523,0.0025667529735610376,,,2.990000000000009,0.008527264430755218,1.9399999999999977,0.005532740132329448,11,2,-0.0020672910972098987,0.011625357796438647,0.2576924575637902,,0.6488294314381242,-0.0252338580880675,-25239.37063402257,48,
GAZP,2022-01-11 17:30:00,2022-01-12 17:30:00+00:00,1,2022-01-11 17:30:00+00:00,1.0,341.546,345.742,343.644,ROLLING,False,344.1030875456208,1.1484433543839054,342.38042251404494,345.8257525771966,-0.005298085404069806,-0.029147429187989397,-0.004102534260525537,-0.007481296758104827,-0.007884057971014546,-0.0002766733333578131,0.0025025687737684436,1.5564285714285728,0.00454723785038148,2.240000000000009,0.006544349655253036,1.410000000000025,0.004119434381208441,17,1,-0.00461327533817462,0.010012493894565561,-0.029147429187989397,1.439192290041308,0.6294642857142942,0.0113503564333294,11066.360160147791,48,
GAZP,2022-01-13 12:30:00,2022-01-14 12:30:00+00:00,1,2022-01-13 12:30:00+00:00,1.0,344.272,348.082,346.177,ROLLING,False,346.0349804120624,1.028644825879418,344.49201317324327,347.5779476508815,-1.4392799411470843e-05,0.4983860927383544,0.0022592324402606057,-0.0003466705185612984,0.0010124971071510114,-0.0001050545976286732,0.0019429246761443614,,,1.420000000000016,0.004103690431465527,0.7899999999999636,0.002283039042857451,12,3,-1.3992000979702614e-05,0.008917984170165384,0.4983860927383544,,0.5563380281689821,-0.0314365806432967,-30997.897238809124,48,
GAZP,2022-01-31 19:00:00,2022-02-01 19:00:00+00:00,1,2022-01-31 19:00:00+00:00,1.0,331.188,334.886,333.03700000000003,ROLLING,False,332.84357275130236,1.6848828011243364,330.31624854961586,335.37089695298886,0.0010708551339939708,0.5705147460819989,0.006342494714587588,0.00018010446058713825,-0.003111536620392541,-6.34251729542179e-05,0.0034184495776591723,1.5857142857142807,0.0047590464757331355,1.7099999999999795,0.00513205282112839,0.8100000000000023,0.002430972388955589,19,0,0.000635566541055188,0.015186258101939618,0.4294852539180011,1.078378378378369,0.4736842105263228,-0.0064915966386554,-6199.783469203937,48,
GAZP,2022-02-01 19:30:00,2022-02-02 19:30:00+00:00,1,2022-02-01 19:30:00+00:00,1.0,329.152,335.208,332.17999999999995,ROLLING,False,331.05605395466387,1.745235579545213,328.43820058534607,333.67390732398167,-0.004398209720892891,0.22189925308091557,-0.0015449395655993126,-0.0016356697158780298,-0.002391113532491773,-0.0007192379654684499,0.004066949095002279,1.6114285714285717,0.004889042995839113,1.75,0.005309466019417475,0.5199999999999818,0.001577669902912566,19,1,-0.002520123800157117,0.015815166876098262,0.22189925308091557,1.085992907801418,0.2971428571428468,0.000700849514563,664.9994969849478,48,
GAZP,2022-02-03 07:00:00,2022-02-04 07:00:00+00:00,1,2022-02-03 07:00:00+00:00,1.0,328.505,332.65,330.5775,ROLLING,False,330.7431962978681,1.1445382268237152,329.02638895763255,332.4600036381037,-0.005028663677695874,0.015613587241559652,-0.0027878787878787836,,,0.0002819788242380772,0.0028096514068612294,,,2.319999999999993,0.007049957457153255,0.910000000000025,0.002765285037073128,7,3,-0.0043936179324051555,0.010381512662708871,0.015613587241559652,,0.39224137931035674,-0.0067217697824236,-6382.406222716039,48,
GAZP,2022-02-08 07:00:00,2022-02-09 07:00:00+00:00,1,2022-02-08 07:00:00+00:00,1.0,318.6875,324.75,321.71875,ROLLING,False,320.86686202963404,1.3600227700590528,318.8268278745455,322.9068961847226,-0.0032314400529721587,0.2458714043959136,-0.005039664022398527,,,-0.0003430916582567001,0.0024127235749251876,,,2.8799999999999955,0.009004783791389161,1.6200000000000045,0.005065190882656426,7,1,-0.002376019081527472,0.012715767170123994,0.2458714043959136,,0.5625000000000026,0.031779382797111,29972.10075075717,48,
GAZP,2022-02-10 07:00:00,2022-02-11 07:00:00+00:00,1,2022-02-10 07:00:00+00:00,1.0,332.2625,335.685,333.97375,ROLLING,False,334.55723760316,1.209821987322554,332.74250462217617,336.3719705841438,-0.0033394513033528223,0.1921757595009087,-0.005873408664023194,,,-0.00027082979066446743,0.002415806008910698,,,2.7900000000000205,0.008367322456813882,1.9700000000000273,0.005908109404990485,7,3,-0.002760283197318418,0.010848565070568835,0.1921757595009087,,0.7060931899641621,-0.0115043186180422,-11194.880761089638,48,
GAZP,2022-02-18 10:00:00,2022-02-21 06:30:00+00:00,1,2022-02-18 10:00:00+00:00,1.0,324.118,330.418,327.26800000000003,ROLLING,False,326.811762483178,2.127154576016821,323.62103061915275,330.0024943472032,-0.0031876529634750008,0.33675179746007095,-0.005100171023699085,-0.0064958828911253486,-0.009667122663018723,-0.00031991816336344737,0.004142872676149841,,,4.139999999999986,0.012708352518648085,1.740000000000009,0.005341191638272429,10,4,-0.0014985525731956932,0.0195264199781638,0.33675179746007095,,0.42028985507246736,-0.035003223132885,-33669.86566962426,137,
GAZP,2022-04-08 14:00:00,2022-04-11 09:30:00+00:00,1,2022-04-08 14:00:00+00:00,1.0,240.8,245.37,243.085,ROLLING,False,242.980219896499,1.5245832056875523,240.69334508796766,245.26709470503033,-0.005762690877041044,0.19385733506806557,-0.005516219331467065,-0.0075589516062770645,-0.005925438235536151,-0.00028958932349669176,0.005472734241866827,,,2.3200000000000216,0.009603443993708178,1.339999999999975,0.005546816789469223,14,4,-0.00377984675125829,0.01882354711429157,0.19385733506806557,,0.5775862068965355,0.0009272290752545,860.688997837091,135,
GAZP,2022-04-13 17:00:00,2022-04-14 17:00:00+00:00,1,2022-04-13 17:00:00+00:00,1.0,232.31,236.93,234.62,ROLLING,False,234.14055921315887,2.4017916941090536,230.53787167199528,237.74324675432246,-0.0001305165293084989,0.49575883103798357,0.0039022298456261595,-0.002046123023146773,-0.005480033984706867,0.0004566233197446423,0.005846863830603055,1.807857142857145,0.0077222551059636275,1.240000000000009,0.005296655418393101,0.9200000000000159,0.003929776600743308,17,2,-5.434131928618985e-05,0.030773716038524915,0.49575883103798357,0.6858949032003203,0.7419354838709751,-0.0281662466361967,-26169.214788439527,48,
