symbol,trades,pf,win_rate,calmar,total_return,max_drawdown
ALL,3520,0.8780797353893487,0.502569960022844,-1.0,-1.0,-1.0
CHMF,218,0.6804549004705455,0.41284403669724773,-0.9620231645056253,-0.2127130139578839,-0.22111007489845125
GAZP,248,0.8185763001345279,0.5284552845528455,-0.7270445507351493,-0.12071898478166276,-0.16604069813823386
GMKN,216,0.9269331102813639,0.5514018691588785,-0.46816641551371074,-0.04852692433286565,-0.10365315136844644
LKOH,242,1.047454136266477,0.5371900826446281,0.690469499253432,0.03466538884668369,-0.050205532444467904
MGNT,220,0.9963751737564404,0.5272727272727272,0.07340825732044935,0.0049875230918112745,-0.06794226254465108
MTSS,272,0.9708889055078304,0.5447761194029851,-0.14239329408713397,-0.014058272669279281,-0.09872847425438924
NLMK,232,1.032902128175075,0.5517241379310345,0.40571661122280805,0.03181226712143981,-0.07841006811517859
NVTK,184,0.7703192412556408,0.4835164835164835,-0.8520964590353751,-0.12262076540845712,-0.14390479400333533
OZON,102,0.6120319746999285,0.39215686274509803,-0.9271814471705184,-0.12411193709279311,-0.13385938369619643
PIKK,170,1.0216046179976148,0.5529411764705883,0.04045740715456832,0.0024518473303938304,-0.0606031751126932
PLZL,254,1.0469949229507491,0.5039370078740157,0.32245129335598804,0.023724432362475012,-0.07357524330436815
ROSN,240,0.9642234438259588,0.5084745762711864,-0.2513852389784054,-0.017635682768519678,-0.07015401079311034
SBER,220,0.709526484218017,0.4909090909090909,-0.9086857156573717,-0.175162340945773,-0.19276449263764983
SNGS,244,1.048939756839876,0.5083333333333333,0.42476162346471497,0.04117411961040407,-0.09693465072139318
TATN,238,0.7562893325328208,0.4789915966386555,-0.6757600298670444,-0.17205748729156434,-0.2546132941976704
VKCO,138,0.6522058622414675,0.43478260869565216,-0.8229625582791595,-0.17586578975033484,-0.21369840946114937
YNDX,82,0.39740889075185937,0.34146341463414637,-0.9944236222613296,-0.1588746713032082,-0.15976558455231138
