symbol,trades,total_pnl,total_return,win_rate,gross_profit,gross_loss,pf,max_drawdown,equity0,equity_final,circuit_breaker_hit,circuit_breaker_time,entry_ai_mode,entry_ai_threshold,entry_ai_top_pct,entry_ai_trend_mode,entry_ai_trend_threshold,entry_ai_trend_top_pct,entry_ai_trend_slope_k,entry_ai_signal_bars,entry_ai_trend_bars,entry_ai_allowed,entry_ai_blocked
SBER,30,25021.307812495717,0.025021307812495716,0.5333333333333333,92921.22685781495,67899.91904531923,1.368502763542258,-0.013950999999999884,1000000.0,1025021.3078124956,False,,top_pct,0.5550311329161487,0.15,off,,0.3,0.00025,298,0,45,253
GAZP,55,-8255.305382274706,-0.008255305382274706,0.5272727272727272,135231.8675238863,143487.172906161,0.942466596734235,-0.045969222156337385,1000000.0,991744.6946177244,False,,top_pct,0.5527924907445431,0.15,off,,0.3,0.00025,548,0,83,465
LKOH,36,11638.38795126803,0.01163838795126803,0.5277777777777778,82707.31085402214,71068.92290275412,1.163761985913213,-0.017501035986019767,1000000.0,1011638.3879512677,False,,top_pct,0.5555423822477001,0.15,off,,0.3,0.00025,397,0,60,337
GMKN,61,114798.43574655124,0.11479843574655124,0.5901639344262295,229371.8501752874,114573.41442873614,2.001963992422999,-0.016683450030551293,1000000.0,1114798.4357465517,False,,top_pct,0.5567876420589978,0.15,off,,0.3,0.00025,689,0,104,585
YNDX,31,-10854.56449345742,-0.01085456449345742,0.3870967741935484,81632.91038327655,92487.47487673398,0.8826374651494785,-0.040944752030755927,1000000.0,989145.4355065426,False,,top_pct,0.5561102265245742,0.15,off,,0.3,0.00025,318,0,48,270
ROSN,46,47274.97011560482,0.04727497011560482,0.6521739130434783,147719.4778111596,100444.50769555477,1.4706575919401614,-0.026441201857115872,1000000.0,1047274.9701156046,False,,top_pct,0.5608788323199762,0.15,off,,0.3,0.00025,554,0,83,471
NVTK,77,-61881.144408271415,-0.061881144408271416,0.44155844155844154,137209.56747423217,199090.7118825036,0.6891811585625777,-0.08300119468939027,1000000.0,938118.8555917282,False,,top_pct,0.5612554294056741,0.15,off,,0.3,0.00025,865,0,130,735
NLMK,67,-30251.240711864684,-0.030251240711864684,0.5074626865671642,148300.73687888766,178551.97759075233,0.8305745972682441,-0.049621262202793316,1000000.0,969748.7592881351,False,,top_pct,0.5561371301182869,0.15,off,,0.3,0.00025,717,0,108,609
MTSS,33,47592.887858320726,0.04759288785832073,0.6060606060606061,104255.55012951538,56662.662271194655,1.83993384621667,-0.024319108957060704,1000000.0,1047592.8878583205,False,,top_pct,0.5678064888465422,0.15,off,,0.3,0.00025,398,0,60,338
TATN,50,26489.362798139053,0.026489362798139054,0.54,134355.9319142428,107866.56911610374,1.24557527893213,-0.02770736959899988,1000000.0,1026489.3627981388,False,,top_pct,0.5565663453290753,0.15,off,,0.3,0.00025,536,0,81,455
CHMF,70,73796.19777360928,0.07379619777360928,0.6,203166.0509938799,129369.85322027063,1.5704280861164828,-0.025361793738246468,1000000.0,1073796.1977736088,False,,top_pct,0.564684176497039,0.15,off,,0.3,0.00025,792,0,119,673
SNGS,62,120201.83123949653,0.12020183123949653,0.6129032258064516,228334.15135156037,108132.32011206384,2.111617979850283,-0.03147977000231711,1000000.0,1120201.8312394964,False,,top_pct,0.5581580586364331,0.15,off,,0.3,0.00025,656,0,99,557
PIKK,90,-17869.577998477424,-0.017869577998477423,0.5,231445.10504099663,249314.68303947404,0.9283252082042511,-0.058716462118433586,1000000.0,982130.4220015228,False,,top_pct,0.5555402924116569,0.15,off,,0.3,0.00025,1164,0,175,989
PLZL,53,25383.95677427917,0.02538395677427917,0.5660377358490566,145038.5153999832,119654.55862570404,1.2121436664497145,-0.033891716962926775,1000000.0,1025383.9567742791,False,,top_pct,0.5587019147113031,0.15,off,,0.3,0.00025,738,0,111,627
MGNT,41,38061.7925244174,0.038061792524417395,0.5365853658536586,119247.17786393671,81185.38533951931,1.4688256681327807,-0.014224514824807823,1000000.0,1038061.7925244174,False,,top_pct,0.5599453914974091,0.15,off,,0.3,0.00025,542,0,82,460
VKCO,103,92101.80248939723,0.09210180248939723,0.5242718446601942,323146.93113405217,231045.12864465493,1.3986312242533747,-0.034778305164737386,1000000.0,1092101.8024893964,False,,top_pct,0.553791478500912,0.15,off,,0.3,0.00025,1361,0,205,1156
OZON,56,21185.122663415023,0.02118512266341502,0.48214285714285715,137230.5315112022,116045.40884778716,1.1825589040855795,-0.026075431499766124,1000000.0,1021185.1226634149,False,,top_pct,0.5518526896833601,0.15,off,,0.3,0.00025,539,0,81,458
