symbol,trades,total_pnl,total_return,win_rate,gross_profit,gross_loss,pf,max_drawdown,equity0,equity_final,circuit_breaker_hit,circuit_breaker_time,entry_ai_mode,entry_ai_threshold,entry_ai_top_pct,entry_ai_trend_mode,entry_ai_trend_threshold,entry_ai_trend_top_pct,entry_ai_trend_slope_k,entry_ai_signal_bars,entry_ai_trend_bars,entry_ai_allowed,entry_ai_blocked
SBER,55,20901.06629272084,0.02090106629272084,0.509090909090909,146289.4881594866,125388.42186676576,1.1666905602730189,-0.032640552472125973,1000000.0,1020901.0662927207,False,,top_pct,0.5332017554092312,0.3,top_pct,0.5275770083185182,0.3,0.00025,298,2542,90,208
GAZP,92,27908.23773350352,0.02790823773350352,0.5434782608695652,247264.68669749997,219356.44896399646,1.1272277968817965,-0.046715169917181006,1000000.0,1027908.2377335033,False,,top_pct,0.537764918776447,0.3,top_pct,0.5125223931309397,0.3,0.00025,548,3849,165,383
LKOH,58,-50649.09262496921,-0.050649092624969215,0.41379310344827586,97702.63788528551,148351.7305102547,0.6585877869387704,-0.0506490926249692,1000000.0,949350.9073750308,False,,top_pct,0.545186562184751,0.3,top_pct,0.5344889128000766,0.3,0.00025,397,2442,120,277
GMKN,102,97851.67631695209,0.09785167631695209,0.5588235294117647,324013.2289717605,226161.55265480842,1.4326627367398013,-0.031105811333344086,1000000.0,1097851.6763169523,False,,top_pct,0.5416894757752001,0.3,top_pct,0.5353619816893669,0.3,0.00025,689,3862,207,482
YNDX,58,-37702.196428505486,-0.03770219642850549,0.3793103448275862,140580.42989976634,178282.6263282718,0.7885256841623792,-0.09252368443691475,1000000.0,962297.8035714941,False,,top_pct,0.5438389566615094,0.3,top_pct,0.5396312320798985,0.3,0.00025,318,2396,96,222
ROSN,82,74144.80459658471,0.0741448045965847,0.6219512195121951,259660.49446967136,185515.68987308667,1.3996686460714345,-0.02834567733773623,1000000.0,1074144.8045965845,True,2022-01-21 23:50:00+00:00,top_pct,0.5569714034655548,0.3,top_pct,0.5698960307994625,0.3,0.00025,554,3288,167,387
NVTK,139,20407.439177635406,0.020407439177635406,0.5251798561151079,372595.2412033424,352187.802025707,1.057944764299775,-0.0646085818912466,1000000.0,1020407.4391776348,False,,top_pct,0.5514385938327858,0.3,top_pct,0.5464243061809972,0.3,0.00025,865,4253,260,605
NLMK,115,-5620.316423337795,-0.005620316423337795,0.5130434782608696,288056.9529388632,293677.269362201,0.9808622695398121,-0.05321211388459838,1000000.0,994379.6835766621,False,,top_pct,0.5444795800566529,0.3,top_pct,0.529972390607582,0.3,0.00025,717,4528,216,501
MTSS,59,75253.25911915346,0.07525325911915345,0.5423728813559322,201943.39475758505,126690.13563843159,1.5939946211275924,-0.025327500259470826,1000000.0,1075253.2591191533,False,,top_pct,0.5566193800369093,0.3,top_pct,0.5471449506948275,0.3,0.00025,398,2644,120,278
TATN,84,48538.02410979171,0.04853802410979171,0.5833333333333334,231491.5891654819,182953.5650556902,1.2653024230220218,-0.033842196211810935,1000000.0,1048538.0241097918,False,,top_pct,0.5500166191804376,0.3,top_pct,0.5471289298571639,0.3,0.00025,536,3191,161,375
CHMF,117,24974.451697742425,0.024974451697742425,0.5299145299145299,305400.6147209228,280426.1630231804,1.0890589217086637,-0.055982229716333536,1000000.0,1024974.4516977427,False,,top_pct,0.5565097860963709,0.3,top_pct,0.5638732130058937,0.3,0.00025,792,4464,238,554
SNGS,113,233130.6393707936,0.2331306393707936,0.5929203539823009,436833.73952296097,203703.10015216738,2.1444628932826437,-0.03469668179324595,1000000.0,1233130.6393707935,False,,top_pct,0.5401316928302347,0.3,top_pct,0.5324387102221352,0.3,0.00025,656,3528,197,459
PIKK,161,-65536.81774642113,-0.06553681774642113,0.453416149068323,361211.79536488204,426748.6131113032,0.8464275788300499,-0.09518481882439261,1000000.0,934463.1822535786,False,,top_pct,0.5321787367217662,0.3,top_pct,0.5424937352518492,0.3,0.00025,1164,6361,349,815
PLZL,102,24534.58132364052,0.02453458132364052,0.5588235294117647,269150.26191197574,244615.68058833524,1.100298481539006,-0.057820492011071506,1000000.0,1024534.5813236401,False,,top_pct,0.5513293009303386,0.3,top_pct,0.5274141019183771,0.3,0.00025,738,3944,222,516
MGNT,81,12205.505237103294,0.012205505237103294,0.5308641975308642,211556.98707845394,199351.48184135064,1.0612260572350136,-0.04836276596659513,1000000.0,1012205.505237103,False,,top_pct,0.5389669057489431,0.3,top_pct,0.5172773310731887,0.3,0.00025,542,3629,163,379
VKCO,181,69320.38566484913,0.06932038566484913,0.5027624309392266,514440.3504870699,445119.9648222208,1.1557341641427732,-0.054061603711231476,1000000.0,1069320.3856648495,False,,top_pct,0.5368486875444787,0.3,top_pct,0.5341650819757783,0.3,0.00025,1361,5847,408,953
OZON,99,32681.77838358353,0.03268177838358353,0.494949494949495,257193.7426205285,224511.96423694497,1.1455680925275407,-0.045040249561821157,1000000.0,1032681.7783835839,False,,top_pct,0.5409542914724351,0.3,top_pct,0.5136071269469833,0.3,0.00025,539,4099,162,377
