strategy,symbol,rsi_low,rsi_high,rsi_len,boll_window,boll_mult,min_gap_bars,total_return,max_drawdown
meanrev,GAZP,20,75,10,20,2.0,15,-0.16116485569415318,0.19728845863480757
meanrev,GAZP,20,75,10,20,2.0,20,-0.0851590389264757,0.18519994511439744
meanrev,GAZP,20,75,10,20,2.0,25,-0.05882241569233848,0.17099636797602158
meanrev,GAZP,20,75,10,20,2.0,30,-0.006650171470022559,0.19840451266619857
meanrev,GAZP,20,75,10,20,2.5,10,-0.07088048755911347,0.10013608839948006
meanrev,GAZP,20,75,10,20,2.5,15,-0.08097424781162366,0.10302753313356408
meanrev,GAZP,20,75,10,20,2.5,20,-0.06160019476762724,0.11281772280660511
meanrev,GAZP,20,75,10,20,2.5,25,-0.042693020363370304,0.10913602633486284
meanrev,GAZP,20,75,10,20,2.5,30,-0.03055433968695631,0.13210716777733322
meanrev,GAZP,20,75,10,30,1.5,10,-0.07045004741645267,0.08395996480352269
meanrev,GAZP,20,75,10,30,1.5,15,-0.06572335999729606,0.0813233825227489
meanrev,GAZP,20,75,10,30,1.5,20,0.034006440012920525,0.0508637490353624
meanrev,GAZP,20,75,10,30,1.5,25,0.12748682717072057,0.06445263016265698
meanrev,GAZP,20,75,10,30,1.5,30,0.011535635235013109,0.08668597093133235
meanrev,GAZP,20,75,10,30,2.0,10,-0.043153860480578565,0.05878400303809834
meanrev,GAZP,20,75,10,30,2.0,15,-0.033219538551187866,0.05339807852739783
meanrev,GAZP,20,75,10,30,2.0,20,0.042060632366445194,0.026925725432299357
meanrev,GAZP,20,75,10,30,2.0,25,0.15252375651012962,0.06339728687301643
meanrev,GAZP,20,75,10,30,2.0,30,0.02164627320539947,0.07257395629325084
meanrev,GAZP,20,75,10,30,2.5,10,-0.006899817182225321,0.022575514780030538
meanrev,GAZP,20,75,10,30,2.5,15,-0.00037963949058705815,0.022557243231688836
meanrev,GAZP,20,75,10,30,2.5,20,0.02727293682491161,0.016042786922577167
meanrev,GAZP,20,75,10,30,2.5,25,0.09771643864380142,0.024478948104629805
meanrev,GAZP,20,75,10,30,2.5,30,-0.024744964175162032,0.08849599304579676
meanrev,GAZP,20,75,14,14,1.5,10,-0.3117130659415469,0.3335820908146309
meanrev,GAZP,20,75,14,14,1.5,15,-0.36477623124126934,0.3739773195713176
meanrev,GAZP,20,75,14,14,1.5,20,-0.3493938821149004,0.36869375076364963
meanrev,GAZP,20,75,14,14,1.5,25,-0.27615677938991035,0.2961028616612825
meanrev,GAZP,20,75,14,14,1.5,30,-0.2183506726051161,0.26592900067962233
