strategy,profile,symbol,ma_len,atr_len,z_entry,total_return,max_drawdown,calmar,volatility_ann,sharpe_ann,pf,trade_count,win_rate,avg_trade,pnl_sum,pnl_mean,pnl_std
meanrev_v2,conservative,GAZP,48,10,2.0,-0.6212679232996463,-0.6225967814014679,-0.9978656200264474,0.00842454060485651,-1.002002033236141,0.514661217439336,2341,0.4925245621529261,-265.38569982898144,-621267.9232996457,-265.38569982898144,1215.512091774376
meanrev_v2,conservative,GAZP,48,10,2.2,-0.6011067625782602,-0.6039897790943536,-0.9952267130738267,0.008006292404712994,-0.9982190073623566,0.4906727264699443,2138,0.48269410664172124,-281.1537710843133,-601106.7625782618,-281.1537710843133,1222.752302741335
meanrev_v2,conservative,GAZP,48,10,2.5,-0.5454285628716911,-0.5464070795185882,-0.9982091801450316,0.007407948780784492,-0.9254772106454064,0.48588927757051986,1865,0.48257372654155495,-292.4549934968868,-545428.5628716939,-292.4549934968868,1260.7858684107982
meanrev_v2,conservative,GAZP,48,14,1.8,-0.6319903634727466,-0.6334312408335607,-0.9977252821333568,0.009405215836651399,-0.9232687275423607,0.5370399826207587,2459,0.49898332655551036,-257.011127886436,-631990.3634727461,-257.011127886436,1384.9466222016092
meanrev_v2,conservative,GAZP,48,14,2.0,-0.6081338817555013,-0.6099248837973166,-0.9970635694830735,0.00842589303628015,-0.9665152150546146,0.5147820177490326,2234,0.4977618621307073,-272.21749407139635,-608133.8817554994,-272.21749407139635,1236.436423181441
meanrev_v2,conservative,GAZP,48,14,2.2,-0.5956298279458576,-0.5971681633805923,-0.9974239493511742,0.008044174271308277,-0.9786789426939174,0.495502841056498,2085,0.49160671462829736,-285.67377839129904,-595629.8279458585,-285.67377839129904,1243.6487269816498
meanrev_v2,conservative,GAZP,48,14,2.5,-0.5471117297920213,-0.5510773141266863,-0.9928039419642062,0.007503911454226458,-0.9178627886505649,0.48932868495766035,1816,0.486784140969163,-301.2729789603647,-547111.7297920223,-301.2729789603647,1293.3270667218226
meanrev_v2,conservative,GAZP,48,20,1.8,-0.6280712136323777,-0.6288614427696823,-0.9987433970608468,0.00878046511885857,-0.9790601006143701,0.5203622816718323,2415,0.4919254658385093,-260.0708959140281,-628071.2136323778,-260.0708959140281,1226.8574671640604
meanrev_v2,conservative,GAZP,48,20,2.0,-0.5722169308032015,-0.573525929596156,-0.99771762927288,0.008115376417138226,-0.9094705057854956,0.5352623716283621,2219,0.4993240198287517,-257.87153258368664,-572216.9308032007,-257.87153258368664,1243.645469595077
meanrev_v2,conservative,GAZP,48,20,2.2,-0.5506733574420343,-0.552496377929941,-0.9967003937750015,0.007937223644880077,-0.8760176025025288,0.5306617343696786,2013,0.49080973671137607,-273.5585481579905,-550673.357442035,-273.5585481579905,1300.750033488989
meanrev_v2,conservative,GAZP,48,20,2.5,-0.4801314814911647,-0.4876095613415251,-0.9846637957020643,0.007167599758346796,-0.7932659172632879,0.5359073041822414,1744,0.4948394495412844,-275.30474856144787,-480131.4814911652,-275.30474856144787,1333.928011034143
meanrev_v2,conservative,GAZP,64,10,1.8,-0.6302448096797013,-0.6323952396493135,-0.9965995475063906,0.009352916906521631,-0.9240527663178338,0.5700041372051953,2516,0.4924483306836248,-250.49475742436465,-630244.8096797015,-250.49475742436465,1317.6403965622094
meanrev_v2,conservative,GAZP,64,10,2.0,-0.6160560536885193,-0.6178805522230779,-0.9970471662718722,0.00903099471249379,-0.9209167729920512,0.5582888099748919,2373,0.48672566371681414,-259.61064209377145,-616056.0536885196,-259.61064209377145,1318.5853758861567
meanrev_v2,conservative,GAZP,64,10,2.2,-0.6057637707572481,-0.6076961107041274,-0.9968202199868609,0.008757920631484279,-0.923537153920005,0.5403448942707875,2223,0.48313090418353577,-272.4983224279116,-605763.7707572476,-272.4983224279116,1321.0290311595254
meanrev_v2,conservative,GAZP,64,10,2.5,-0.5864197244568098,-0.5875546194363186,-0.998068443440037,0.008232821737171653,-0.9321846775530699,0.5223985939301827,2024,0.483695652173913,-289.7330654430875,-586419.7244568091,-289.7330654430875,1331.8866066317257
meanrev_v2,conservative,GAZP,64,14,1.8,-0.6178914960121062,-0.6202611883829602,-0.996179524988446,0.00998950581709536,-0.8358418965874919,0.5897198001051305,2454,0.49511002444987773,-251.78952567730545,-617891.4960121076,-251.78952567730545,1517.4517146680362
meanrev_v2,conservative,GAZP,64,14,2.0,-0.6094928276071552,-0.6122219360641287,-0.9955422890030395,0.009033526356285477,-0.9042744738148183,0.5628929518123179,2343,0.48826291079812206,-260.13351583745515,-609492.8276071574,-260.13351583745515,1331.7519986377122
meanrev_v2,conservative,GAZP,64,14,2.2,-0.5912959114076453,-0.5935094070935389,-0.996270496036898,0.008808938298635063,-0.8824168314655034,0.551304201850188,2193,0.4892840857273142,-269.6287785716577,-591295.9114076453,-269.6287785716577,1344.8389525394534
meanrev_v2,conservative,GAZP,64,14,2.5,-0.5705984039231129,-0.5723609831392487,-0.9969205112366876,0.008261337658213042,-0.8892665367432784,0.5283740592485751,1989,0.4856711915535445,-286.8770256023696,-570598.4039231131,-286.8770256023696,1347.626952817209
meanrev_v2,conservative,GAZP,64,20,1.8,-0.6352044568240027,-0.6359535052944936,-0.9988221647270519,0.009366419963540148,-0.93529410856282,0.5577976018173325,2417,0.49151841125362017,-262.80697427555,-635204.4568240042,-262.80697427555,1323.5575076148082
meanrev_v2,conservative,GAZP,64,20,2.0,-0.6123041980137623,-0.6136323439338778,-0.9978355998779319,0.009015177706467384,-0.9131308851691784,0.5499394004739631,2289,0.4892966360856269,-267.4985574546804,-612304.1980137633,-267.4985574546804,1311.0484767591813
meanrev_v2,conservative,GAZP,64,20,2.2,-0.5843084080476566,-0.5866769263140177,-0.9959628235573503,0.008614334898135309,-0.8853677346991119,0.5482256537863462,2130,0.49295774647887325,-274.3231962665055,-584308.4080476565,-274.3231962665055,1339.438663982455
meanrev_v2,conservative,GAZP,64,20,2.5,-0.5421674471794397,-0.5446430301430387,-0.9954546687893006,0.008152431087400623,-0.8325981355687186,0.5457371263218064,1944,0.492798353909465,-278.8927197425104,-542167.4471794401,-278.8927197425104,1375.8525982334168
meanrev_v2,aggressive,GAZP,32,10,1.8,-0.5975101937328053,-0.6011438017818918,-0.993955509416689,0.0077723831736995035,-1.018415536834126,0.495193917781491,2394,0.4949874686716792,-249.58654708972702,-597510.1937328065,-249.58654708972702,1135.2808707742802
meanrev_v2,aggressive,GAZP,32,10,2.0,-0.5758713336909838,-0.5786213583913098,-0.9952472810406244,0.007364062795975992,-1.0132184781200728,0.46872901120198934,2152,0.48652416356877326,-267.5982033880034,-575871.3336909834,-267.5982033880034,1147.0501244075579
meanrev_v2,aggressive,GAZP,32,10,2.2,-0.5269783096875816,-0.531890663412275,-0.9907643542881938,0.007009475260309453,-0.9289425554790887,0.4773660367408514,1881,0.48963317384370014,-280.15859100881534,-526978.3096875817,-280.15859100881534,1221.9685192235684
meanrev_v2,aggressive,GAZP,32,10,2.5,-0.4541635516236324,-0.45845416561974695,-0.9906411276898,0.006380514980529699,-0.825258570048213,0.4847385448073105,1526,0.47771952817824376,-297.61700630644464,-454163.55162363447,-297.61700630644464,1304.104108237949
meanrev_v2,aggressive,GAZP,32,14,1.8,-0.5850615349854,-0.5873947333848804,-0.9960278867567722,0.008549958960816745,-0.8939641635849842,0.5196217444484951,2321,0.5079707022834985,-252.07304394028398,-585061.5349853991,-252.07304394028398,1373.6784336345468
meanrev_v2,aggressive,GAZP,32,14,2.0,-0.5301628838554711,-0.5349067222656798,-0.9911314660804496,0.007300095483352572,-0.8997557337812947,0.5141235738927926,2077,0.5079441502166586,-255.25415688756385,-530162.88385547,-255.25415688756385,1214.1993307216221
meanrev_v2,aggressive,GAZP,32,14,2.2,-0.4930010554852535,-0.49811872864505913,-0.9897259973064528,0.006919114415321277,-0.8536365024247347,0.5045968226594288,1837,0.4986390854654328,-268.3729207867471,-493001.0554852544,-268.3729207867471,1255.115874758923
meanrev_v2,aggressive,GAZP,32,14,2.5,-0.4294525702019565,-0.4337022800797037,-0.9902013199539412,0.006274784175784719,-0.7776643796279247,0.49900170408680145,1487,0.48486886348352387,-288.80468742565944,-429452.57020195556,-288.80468742565944,1333.4319525747785
meanrev_v2,aggressive,GAZP,32,20,1.8,-0.5690087070005478,-0.5706414629656829,-0.9971387358418552,0.007599112986684425,-0.9632063341548899,0.5004762665502861,2229,0.49439210408254824,-255.27532839863122,-569008.707000549,-255.27532839863122,1175.2985390031954
meanrev_v2,aggressive,GAZP,32,20,2.0,-0.5186168161638207,-0.5241951787630994,-0.9893582336784525,0.007133040754210236,-0.8912820584157835,0.5027770860869871,1977,0.5098634294385432,-262.3251472755795,-518616.81616382074,-262.3251472755795,1214.9679855058112
meanrev_v2,aggressive,GAZP,32,20,2.2,-0.47266527714620954,-0.48084627993225515,-0.9829862408684992,0.006619658676409111,-0.8406915744660469,0.49752953477741363,1764,0.4965986394557823,-267.9508373844715,-472665.2771462078,-267.9508373844715,1236.0412712243892
meanrev_v2,aggressive,GAZP,32,20,2.5,-0.39838594870103317,-0.4068918449472372,-0.9790954369033692,0.00583730962374284,-0.7571010411183431,0.49380479664207017,1391,0.4852624011502516,-286.40255118694006,-398385.9487010336,-286.40255118694006,1289.8227142478192
meanrev_v2,aggressive,GAZP,48,10,1.8,-0.6425292136212241,-0.6438882350099271,-0.9978893520415355,0.008793257208776318,-1.0169890279434535,0.524300733877679,2513,0.4934341424592121,-255.68213832917846,-642529.2136212256,-255.68213832917846,1202.1381734366082
meanrev_v2,aggressive,GAZP,48,10,2.0,-0.6212679232996463,-0.6225967814014679,-0.9978656200264474,0.00842454060485651,-1.002002033236141,0.514661217439336,2341,0.4925245621529261,-265.38569982898144,-621267.9232996457,-265.38569982898144,1215.512091774376
meanrev_v2,aggressive,GAZP,48,10,2.2,-0.6011067625782602,-0.6039897790943536,-0.9952267130738267,0.008006292404712994,-0.9982190073623566,0.4906727264699443,2138,0.48269410664172124,-281.1537710843133,-601106.7625782618,-281.1537710843133,1222.752302741335
meanrev_v2,aggressive,GAZP,48,10,2.5,-0.5454285628716911,-0.5464070795185882,-0.9982091801450316,0.007407948780784492,-0.9254772106454064,0.48588927757051986,1865,0.48257372654155495,-292.4549934968868,-545428.5628716939,-292.4549934968868,1260.7858684107982
meanrev_v2,aggressive,GAZP,48,14,1.8,-0.6319903634727466,-0.6334312408335607,-0.9977252821333568,0.009405215836651399,-0.9232687275423607,0.5370399826207587,2459,0.49898332655551036,-257.011127886436,-631990.3634727461,-257.011127886436,1384.9466222016092
meanrev_v2,aggressive,GAZP,48,14,2.0,-0.6081338817555013,-0.6099248837973166,-0.9970635694830735,0.00842589303628015,-0.9665152150546146,0.5147820177490326,2234,0.4977618621307073,-272.21749407139635,-608133.8817554994,-272.21749407139635,1236.436423181441
meanrev_v2,aggressive,GAZP,48,14,2.2,-0.5956298279458576,-0.5971681633805923,-0.9974239493511742,0.008044174271308277,-0.9786789426939174,0.495502841056498,2085,0.49160671462829736,-285.67377839129904,-595629.8279458585,-285.67377839129904,1243.6487269816498
meanrev_v2,aggressive,GAZP,48,14,2.5,-0.5471117297920213,-0.5510773141266863,-0.9928039419642062,0.007503911454226458,-0.9178627886505649,0.48932868495766035,1816,0.486784140969163,-301.2729789603647,-547111.7297920223,-301.2729789603647,1293.3270667218226
meanrev_v2,aggressive,GAZP,48,20,1.8,-0.6280712136323777,-0.6288614427696823,-0.9987433970608468,0.00878046511885857,-0.9790601006143701,0.5203622816718323,2415,0.4919254658385093,-260.0708959140281,-628071.2136323778,-260.0708959140281,1226.8574671640604
meanrev_v2,aggressive,GAZP,48,20,2.0,-0.5722169308032015,-0.573525929596156,-0.99771762927288,0.008115376417138226,-0.9094705057854956,0.5352623716283621,2219,0.4993240198287517,-257.87153258368664,-572216.9308032007,-257.87153258368664,1243.645469595077
meanrev_v2,aggressive,GAZP,48,20,2.2,-0.5506733574420343,-0.552496377929941,-0.9967003937750015,0.007937223644880077,-0.8760176025025288,0.5306617343696786,2013,0.49080973671137607,-273.5585481579905,-550673.357442035,-273.5585481579905,1300.750033488989
meanrev_v2,aggressive,GAZP,48,20,2.5,-0.4801314814911647,-0.4876095613415251,-0.9846637957020643,0.007167599758346796,-0.7932659172632879,0.5359073041822414,1744,0.4948394495412844,-275.30474856144787,-480131.4814911652,-275.30474856144787,1333.928011034143
meanrev_v2,aggressive,GAZP,64,10,1.8,-0.6302448096797013,-0.6323952396493135,-0.9965995475063906,0.009352916906521631,-0.9240527663178338,0.5700041372051953,2516,0.4924483306836248,-250.49475742436465,-630244.8096797015,-250.49475742436465,1317.6403965622094
meanrev_v2,aggressive,GAZP,64,10,2.0,-0.6160560536885193,-0.6178805522230779,-0.9970471662718722,0.00903099471249379,-0.9209167729920512,0.5582888099748919,2373,0.48672566371681414,-259.61064209377145,-616056.0536885196,-259.61064209377145,1318.5853758861567
meanrev_v2,aggressive,GAZP,64,10,2.2,-0.6057637707572481,-0.6076961107041274,-0.9968202199868609,0.008757920631484279,-0.923537153920005,0.5403448942707875,2223,0.48313090418353577,-272.4983224279116,-605763.7707572476,-272.4983224279116,1321.0290311595254
meanrev_v2,aggressive,GAZP,64,10,2.5,-0.5864197244568098,-0.5875546194363186,-0.998068443440037,0.008232821737171653,-0.9321846775530699,0.5223985939301827,2024,0.483695652173913,-289.7330654430875,-586419.7244568091,-289.7330654430875,1331.8866066317257
meanrev_v2,aggressive,GAZP,64,14,1.8,-0.6178914960121062,-0.6202611883829602,-0.996179524988446,0.00998950581709536,-0.8358418965874919,0.5897198001051305,2454,0.49511002444987773,-251.78952567730545,-617891.4960121076,-251.78952567730545,1517.4517146680362
meanrev_v2,aggressive,GAZP,64,14,2.0,-0.6094928276071552,-0.6122219360641287,-0.9955422890030395,0.009033526356285477,-0.9042744738148183,0.5628929518123179,2343,0.48826291079812206,-260.13351583745515,-609492.8276071574,-260.13351583745515,1331.7519986377122
meanrev_v2,aggressive,GAZP,64,14,2.2,-0.5912959114076453,-0.5935094070935389,-0.996270496036898,0.008808938298635063,-0.8824168314655034,0.551304201850188,2193,0.4892840857273142,-269.6287785716577,-591295.9114076453,-269.6287785716577,1344.8389525394534
meanrev_v2,aggressive,GAZP,64,14,2.5,-0.5705984039231129,-0.5723609831392487,-0.9969205112366876,0.008261337658213042,-0.8892665367432784,0.5283740592485751,1989,0.4856711915535445,-286.8770256023696,-570598.4039231131,-286.8770256023696,1347.626952817209
meanrev_v2,aggressive,GAZP,64,20,1.8,-0.6352044568240027,-0.6359535052944936,-0.9988221647270519,0.009366419963540148,-0.93529410856282,0.5577976018173325,2417,0.49151841125362017,-262.80697427555,-635204.4568240042,-262.80697427555,1323.5575076148082
meanrev_v2,aggressive,GAZP,64,20,2.0,-0.6123041980137623,-0.6136323439338778,-0.9978355998779319,0.009015177706467384,-0.9131308851691784,0.5499394004739631,2289,0.4892966360856269,-267.4985574546804,-612304.1980137633,-267.4985574546804,1311.0484767591813
meanrev_v2,aggressive,GAZP,64,20,2.2,-0.5843084080476566,-0.5866769263140177,-0.9959628235573503,0.008614334898135309,-0.8853677346991119,0.5482256537863462,2130,0.49295774647887325,-274.3231962665055,-584308.4080476565,-274.3231962665055,1339.438663982455
meanrev_v2,aggressive,GAZP,64,20,2.5,-0.5421674471794397,-0.5446430301430387,-0.9954546687893006,0.008152431087400623,-0.8325981355687186,0.5457371263218064,1944,0.492798353909465,-278.8927197425104,-542167.4471794401,-278.8927197425104,1375.8525982334168
meanrev_v2,conservative,ROSN,32,10,1.8,-0.6680415823979264,-0.668765620236186,-0.9989173518847996,0.00844832424299107,-1.135657033522097,0.48618980987719335,2590,0.4922779922779923,-257.93111289495295,-668041.5823979281,-257.93111289495295,1133.921776511907
meanrev_v2,conservative,ROSN,32,10,2.0,-0.6197061380288456,-0.6205356007902179,-0.9986633115645323,0.008061233037077115,-1.0433292337278826,0.4941915016355457,2281,0.48487505480052606,-271.6817790569244,-619706.1380288446,-271.6817790569244,1206.4143442079576
meanrev_v2,conservative,ROSN,32,10,2.2,-0.5642032579924146,-0.5655943919972324,-0.9975404034684547,0.007395199187137242,-0.9771207012612136,0.4911958139458592,2023,0.4849233811171527,-278.8943440397507,-564203.2579924158,-278.8943440397507,1213.2609004898482
meanrev_v2,conservative,ROSN,32,10,2.5,-0.4661366543680826,-0.467609766025636,-0.9968496986919803,0.006393945314394145,-0.8540060890520785,0.5106506828698785,1636,0.47555012224938875,-284.9246053594637,-466136.6543680827,-284.9246053594637,1282.1059191850563
meanrev_v2,conservative,ROSN,32,14,1.8,-0.6436948076120503,-0.6447765337112651,-0.9983223240259871,0.008471587373186595,-1.0595560799843367,0.5070172761762699,2509,0.4930251096054205,-256.55432746594323,-643694.8076120516,-256.55432746594323,1184.094493877068
meanrev_v2,conservative,ROSN,32,14,2.0,-0.581905823453907,-0.5836556793659438,-0.9970019037355419,0.007835343060281994,-0.9680224815567201,0.5200917409016311,2199,0.4984083674397453,-264.6229301745826,-581905.8234539072,-264.6229301745826,1253.5181549773172
meanrev_v2,conservative,ROSN,32,14,2.2,-0.5529321108728198,-0.5544239412389593,-0.9973092244847764,0.007324057220401521,-0.9562374680970467,0.49933773332926507,1907,0.48348190875721025,-289.94866852271684,-552932.1108728211,-289.94866852271684,1285.5714315711466
meanrev_v2,conservative,ROSN,32,14,2.5,-0.44903891471283974,-0.4509251336033876,-0.9958170020919551,0.006488193475580895,-0.7990763515319664,0.516479762585384,1537,0.47364996746909566,-292.1528397611189,-449038.9147128397,-292.1528397611189,1342.4320953236804
meanrev_v2,conservative,ROSN,32,20,1.8,-0.6080543766835691,-0.6093642221620612,-0.9978504719659373,0.008056650067943616,-1.0112170009253907,0.5233271268278602,2439,0.4883148831488315,-249.30478748813746,-608054.3766835673,-249.30478748813746,1200.8015777842782
meanrev_v2,conservative,ROSN,32,20,2.0,-0.5617768045072915,-0.5630090761308375,-0.9978112757399676,0.007653673273977156,-0.9375321860223547,0.5182489968537921,2101,0.4897667777248929,-267.385437652209,-561776.8045072912,-267.385437652209,1252.367875349973
meanrev_v2,conservative,ROSN,32,20,2.2,-0.5177609680773654,-0.5192003411956211,-0.9972277115324287,0.0071163216061218715,-0.8914311609181587,0.5124714393787091,1811,0.48591938155715075,-285.8978288665747,-517760.96807736676,-285.8978288665747,1296.7250699479964
meanrev_v2,conservative,ROSN,32,20,2.5,-0.44099783416485383,-0.4426618452949598,-0.9962408977692732,0.006354791446457753,-0.7960746654895735,0.5084806768627657,1473,0.48540393754243044,-299.3875316801446,-440997.83416485303,-299.3875316801446,1357.643515048203
meanrev_v2,conservative,ROSN,48,10,1.8,-0.6862873614744214,-0.6879965385742044,-0.9975157184608442,0.009190108489944256,-1.0969983012035334,0.5314518885145053,2740,0.5080291970802919,-250.46983995416858,-686287.3614744219,-250.46983995416858,1185.3177506601726
meanrev_v2,conservative,ROSN,48,10,2.0,-0.6530949434634701,-0.6546734327601196,-0.9975888905557164,0.008803036760169466,-1.0458599421024057,0.5331568169381191,2537,0.507686243594797,-257.4280423584824,-653094.94346347,-257.4280423584824,1225.8807328140108
meanrev_v2,conservative,ROSN,48,10,2.2,-0.6225874029799192,-0.6245471568573402,-0.9968621202484016,0.008405353818565619,-1.0081797386398004,0.5335738337626152,2357,0.5023334747560458,-264.14399787013946,-622587.4029799188,-264.14399787013946,1250.4760992912568
meanrev_v2,conservative,ROSN,48,10,2.5,-0.5640847833077693,-0.5666450607840678,-0.9954816910029078,0.007763219154420144,-0.9301346174148316,0.5332600959949075,2049,0.4987798926305515,-275.2976004430311,-564084.7833077708,-275.2976004430311,1300.6509421761568
meanrev_v2,conservative,ROSN,48,14,1.8,-0.6653306406146098,-0.6670801191890416,-0.9973774086138878,0.009221040579552397,-1.0320470516935782,0.5481053132992224,2680,0.5104477611940299,-248.25770172186955,-665330.6406146103,-248.25770172186955,1228.8149637942702
meanrev_v2,conservative,ROSN,48,14,2.0,-0.6386955452141501,-0.6405906357166532,-0.9970416512561364,0.008812396765561043,-1.0044375917944055,0.5463318087157301,2488,0.5072347266881029,-256.71042814073536,-638695.5452141495,-256.71042814073536,1260.812019910215
meanrev_v2,conservative,ROSN,48,14,2.2,-0.6166023811512715,-0.6183207009440346,-0.9972209893827919,0.008476694649129753,-0.983414611883779,0.5353748942241209,2318,0.5021570319240725,-266.006204120479,-616602.3811512704,-266.006204120479,1268.3860964979528
meanrev_v2,conservative,ROSN,48,14,2.5,-0.5713401923673069,-0.5734715777275865,-0.9962833635648949,0.007852089911490868,-0.9381853610342196,0.527499557775984,2008,0.4950199203187251,-284.53196831041083,-571340.1923673049,-284.53196831041083,1310.8287416165012
meanrev_v2,conservative,ROSN,48,20,1.8,-0.6464793857892829,-0.6482034983048088,-0.9973401678330418,0.009022775949221415,-1.0018885345007393,0.5496588348272696,2597,0.5078937235271467,-248.93314816683994,-646479.3857892833,-248.93314816683994,1230.5030179850967
meanrev_v2,conservative,ROSN,48,20,2.0,-0.6285837170069886,-0.6304521386543533,-0.9970363782866171,0.00868592695599834,-0.9914385061127823,0.541079969904716,2452,0.5077487765089723,-256.3555126455909,-628583.7170069889,-256.3555126455909,1244.7766093022217
meanrev_v2,conservative,ROSN,48,20,2.2,-0.58551418730364,-0.587324030887755,-0.9969184921969235,0.00827245251407172,-0.9255971743311825,0.5422122622458495,2236,0.509391771019678,-261.85786552041185,-585514.1873036408,-261.85786552041185,1272.7577073989255
meanrev_v2,conservative,ROSN,48,20,2.5,-0.5236967277429585,-0.5262707081656011,-0.9951090182624555,0.007692574700335095,-0.8381585529673783,0.5463943166159592,1900,0.5005263157894737,-275.6298567068193,-523696.72774295654,-275.6298567068193,1348.4068238393863
meanrev_v2,conservative,ROSN,64,10,1.8,-0.6859814551835055,-0.6882360213929017,-0.9967241380292283,0.010169096850066417,-0.9896119074747091,0.5619238604954455,2737,0.505297771282426,-250.63261058951517,-685981.455183503,-250.63261058951517,1299.7542099337409
meanrev_v2,conservative,ROSN,64,10,2.0,-0.6723364946487487,-0.6745747784467184,-0.9966819337611115,0.00935354435432247,-1.037046948453435,0.5489876383385125,2577,0.5044625533566163,-260.89891138872713,-672336.4946487498,-260.89891138872713,1267.6402317275274
meanrev_v2,conservative,ROSN,64,10,2.2,-0.6479410771314453,-0.6515948744460716,-0.9943925321424107,0.008900599926302833,-1.0198300641266826,0.5483146679645249,2407,0.4989613626921479,-269.19031039943746,-647941.0771314461,-269.19031039943746,1282.2899543646072
meanrev_v2,conservative,ROSN,64,10,2.5,-0.6132938427683945,-0.6151167546018754,-0.9970364783273368,0.008398518949011863,-0.9837132431721802,0.5479401485737693,2253,0.49267643142476697,-272.2120917746978,-613293.8427683942,-272.2120917746978,1306.587460966875
meanrev_v2,conservative,ROSN,64,14,1.8,-0.6739493171682597,-0.6762247118453953,-0.9966351500658321,0.009761048532356776,-0.9977680368046231,0.5663569630155371,2686,0.5007446016381236,-250.91188278788533,-673949.3171682599,-250.91188278788533,1274.2504285253276
meanrev_v2,conservative,ROSN,64,14,2.0,-0.6563939640374575,-0.6593056015716166,-0.9955837815919986,0.009423485466322771,-0.9852545953583858,0.5665866178445891,2555,0.5056751467710372,-256.90566107141154,-656393.9640374565,-256.90566107141154,1308.832915521408
meanrev_v2,conservative,ROSN,64,14,2.2,-0.6259590961928456,-0.62886148408215,-0.9953846944632957,0.009071235459330008,-0.942170465588399,0.572863503060659,2393,0.5039699122440451,-261.57922949972647,-625959.0961928454,-261.57922949972647,1346.4668735768685
meanrev_v2,conservative,ROSN,64,14,2.5,-0.6014591822231442,-0.603350511815689,-0.9968652888238163,0.008568396618629697,-0.9333186460859823,0.5589821909465249,2206,0.5104261106074343,-272.6469547702374,-601459.1822231439,-272.6469547702374,1356.1517108542362
meanrev_v2,conservative,ROSN,64,20,1.8,-0.6890281400804972,-0.6916616682323898,-0.9961924619031977,0.009754319586694718,-1.0408535613729892,0.5530543074362754,2619,0.4933180603283696,-263.0882550899192,-689028.1400804983,-263.0882550899192,1284.4464898183626
