timestamp,equity
2024-02-12 09:50:00+00:00,1000000.0
2024-02-12 10:00:00+00:00,1000000.0
2024-02-12 10:10:00+00:00,1000000.0
2024-02-12 10:20:00+00:00,1000000.0
2024-02-12 10:30:00+00:00,1000000.0
2024-02-12 10:40:00+00:00,1000000.0
2024-02-12 10:50:00+00:00,1000000.0
2024-02-12 11:00:00+00:00,1000000.0
2024-02-12 11:10:00+00:00,1000000.0
2024-02-12 11:20:00+00:00,1000000.0
2024-02-12 11:30:00+00:00,1000000.0
2024-02-12 11:40:00+00:00,1000000.0
2024-02-12 11:50:00+00:00,1000000.0
2024-02-12 12:00:00+00:00,1000000.0
2024-02-12 12:10:00+00:00,1000000.0
2024-02-12 12:20:00+00:00,1000000.0
2024-02-12 12:30:00+00:00,1000000.0
2024-02-12 12:40:00+00:00,1000000.0
2024-02-12 12:50:00+00:00,1000000.0
2024-02-12 13:00:00+00:00,999879.7414064964
2024-02-12 13:10:00+00:00,999850.8845789972
2024-02-12 13:20:00+00:00,999720.4565453071
2024-02-12 13:30:00+00:00,999668.4944244567
2024-02-12 13:40:00+00:00,999668.4944244567
2024-02-12 13:50:00+00:00,999668.4944244567
2024-02-12 14:00:00+00:00,999668.4944244567
2024-02-12 14:10:00+00:00,999647.8811353365
2024-02-12 14:20:00+00:00,999614.5396862592
2024-02-12 14:30:00+00:00,999614.5396862592
2024-02-12 14:40:00+00:00,999509.2923053415
2024-02-12 14:50:00+00:00,999470.9798496001
2024-02-12 15:00:00+00:00,999413.7769404339
2024-02-12 15:10:00+00:00,999388.9791583557
2024-02-12 15:20:00+00:00,999388.9791583557
2024-02-12 15:30:00+00:00,999388.9791583557
2024-02-12 15:40:00+00:00,999411.0538984408
2024-02-12 15:50:00+00:00,999312.5467168323
2024-02-12 16:00:00+00:00,999312.5467168323
2024-02-12 16:10:00+00:00,999317.5526296874
2024-02-12 16:20:00+00:00,999296.4529043434
2024-02-12 16:30:00+00:00,999296.4529043434
2024-02-12 16:40:00+00:00,999296.4529043434
2024-02-12 16:50:00+00:00,999296.4529043434
2024-02-12 17:00:00+00:00,999296.4529043434
2024-02-12 17:10:00+00:00,999296.4529043434
2024-02-12 17:20:00+00:00,999296.4529043434
2024-02-12 17:30:00+00:00,999296.4529043434
2024-02-12 17:40:00+00:00,999300.6551813693
2024-02-12 17:50:00+00:00,999121.7037949185
2024-02-12 18:00:00+00:00,999156.393533189
2024-02-12 18:10:00+00:00,999060.0616546341
2024-02-12 18:20:00+00:00,998819.7453570607
2024-02-12 18:30:00+00:00,998794.8153798546
2024-02-12 18:40:00+00:00,998657.03931811
2024-02-12 19:00:00+00:00,998461.7845354995
2024-02-12 19:10:00+00:00,998461.7845354995
2024-02-12 19:20:00+00:00,998461.7845354995
2024-02-12 19:30:00+00:00,998461.7845354995
2024-02-12 19:40:00+00:00,998461.7845354995
2024-02-12 19:50:00+00:00,998461.7845354995
2024-02-12 20:00:00+00:00,998461.7845354995
2024-02-12 20:10:00+00:00,998461.7845354995
2024-02-12 20:20:00+00:00,998461.7845354995
2024-02-12 20:30:00+00:00,998461.7845354995
2024-02-12 20:40:00+00:00,998461.7845354995
2024-02-12 20:50:00+00:00,998461.7845354995
2024-02-12 21:00:00+00:00,998461.7845354995
2024-02-12 21:10:00+00:00,998461.7845354995
2024-02-12 21:20:00+00:00,998461.7845354995
2024-02-12 21:30:00+00:00,998461.7845354995
2024-02-12 21:40:00+00:00,998461.7845354995
2024-02-12 21:50:00+00:00,998461.7845354995
2024-02-12 22:00:00+00:00,998461.7845354995
2024-02-12 22:10:00+00:00,998461.7845354995
