timestamp,equity
2024-02-12 09:50:00+00:00,999891.2007555729
2024-02-12 10:00:00+00:00,999863.1115459717
2024-02-12 10:10:00+00:00,999810.658398083
2024-02-12 10:20:00+00:00,999663.9956368351
2024-02-12 10:30:00+00:00,999612.1923827707
2024-02-12 10:40:00+00:00,999485.077696596
2024-02-12 10:50:00+00:00,999252.4773036815
2024-02-12 11:00:00+00:00,998972.3378816951
2024-02-12 11:10:00+00:00,998968.3865498422
2024-02-12 11:20:00+00:00,999035.6264858334
2024-02-12 11:30:00+00:00,998867.8185978292
2024-02-12 11:40:00+00:00,998665.7756291351
2024-02-12 11:50:00+00:00,998713.062177267
2024-02-12 12:00:00+00:00,998570.974290409
2024-02-12 12:10:00+00:00,998406.7851408973
2024-02-12 12:20:00+00:00,998242.9744904818
2024-02-12 12:30:00+00:00,998253.4851103751
2024-02-12 12:40:00+00:00,998046.3786476927
2024-02-12 12:50:00+00:00,997944.5270131514
2024-02-12 13:00:00+00:00,997873.9611795092
2024-02-12 13:10:00+00:00,997735.5535492661
2024-02-12 13:20:00+00:00,997677.245212332
2024-02-12 13:30:00+00:00,997527.4807295026
2024-02-12 13:40:00+00:00,997505.1248883659
2024-02-12 13:50:00+00:00,997494.9910169772
2024-02-12 14:00:00+00:00,997498.2042065979
2024-02-12 14:10:00+00:00,997439.6839620627
2024-02-12 14:20:00+00:00,997426.8196321953
2024-02-12 14:30:00+00:00,997393.5693405326
2024-02-12 14:40:00+00:00,997253.2631226666
2024-02-12 14:50:00+00:00,997116.0920625359
2024-02-12 15:00:00+00:00,997066.9591249904
2024-02-12 15:10:00+00:00,997046.7618274615
2024-02-12 15:20:00+00:00,997001.9862753531
2024-02-12 15:30:00+00:00,996958.351214768
2024-02-12 15:40:00+00:00,997020.6656078767
2024-02-12 15:50:00+00:00,997009.0275553254
2024-02-12 16:00:00+00:00,996961.712790779
2024-02-12 16:10:00+00:00,997031.6108787014
2024-02-12 16:20:00+00:00,996989.8427569936
2024-02-12 16:30:00+00:00,997009.9118631632
2024-02-12 16:40:00+00:00,997017.4576920612
2024-02-12 16:50:00+00:00,996990.6632812575
2024-02-12 17:00:00+00:00,996925.2356900446
2024-02-12 17:10:00+00:00,996895.7272866336
2024-02-12 17:20:00+00:00,996842.293030053
2024-02-12 17:30:00+00:00,996913.8402724457
2024-02-12 17:40:00+00:00,996924.9814135411
2024-02-12 17:50:00+00:00,996946.3130766453
2024-02-12 18:00:00+00:00,996796.0626604507
2024-02-12 18:10:00+00:00,996752.6748516551
2024-02-12 18:20:00+00:00,996537.2181027172
2024-02-12 18:30:00+00:00,996492.1021333529
2024-02-12 18:40:00+00:00,996527.2290221495
2024-02-12 19:00:00+00:00,996476.246643223
2024-02-12 19:10:00+00:00,996414.2881976204
2024-02-12 19:20:00+00:00,996345.0995499913
2024-02-12 19:30:00+00:00,996344.6269225442
2024-02-12 19:40:00+00:00,996333.897729057
2024-02-12 19:50:00+00:00,996331.9695033438
2024-02-12 20:00:00+00:00,996319.3341828671
2024-02-12 20:10:00+00:00,996330.98522537
2024-02-12 20:20:00+00:00,996312.1797012417
2024-02-12 20:30:00+00:00,996323.8206469993
2024-02-12 20:40:00+00:00,996330.3161983143
2024-02-12 20:50:00+00:00,996305.3905573133
2024-02-12 21:00:00+00:00,996267.6009218362
2024-02-12 21:10:00+00:00,996243.3363639588
2024-02-12 21:20:00+00:00,996137.952785673
2024-02-12 21:30:00+00:00,996098.5337059714
