symbol,trades,win_rate,avg_pnl,total_pnl
GAZP,1179,0.4944868532654792,-0.04856268023748961,-57.25540000000025
ROSN,1249,0.49799839871897517,-0.1232599679743797,-153.95170000000024
SBER,1244,0.4509646302250804,-0.20918191318328008,-260.2223000000004
YDEX,1170,0.5076923076923077,0.022600085470085584,26.44210000000013
