dt,side,conf
2022-08-05 18:40:00+00:00,-1,0.75
2022-08-08 09:50:00+00:00,1,0.75
2022-08-08 13:20:00+00:00,-1,0.75
2022-08-09 12:30:00+00:00,1,0.75
2022-08-10 14:10:00+00:00,-1,0.75
2022-08-10 18:20:00+00:00,1,0.75
2022-08-11 17:40:00+00:00,-1,0.75
2022-08-12 10:40:00+00:00,1,0.75
2022-08-12 15:50:00+00:00,-1,0.75
2022-08-12 16:00:00+00:00,1,0.75
2022-08-12 16:30:00+00:00,-1,0.75
2022-08-12 16:40:00+00:00,1,0.75
2022-08-12 17:00:00+00:00,-1,0.75
2022-08-15 10:00:00+00:00,1,0.75
2022-08-15 11:30:00+00:00,-1,0.75
2022-08-15 16:40:00+00:00,1,0.75
2022-08-17 11:10:00+00:00,-1,0.75
2022-08-17 13:50:00+00:00,1,0.75
2022-08-17 14:00:00+00:00,-1,0.75
2022-08-18 12:40:00+00:00,1,0.75
2022-08-18 13:00:00+00:00,-1,0.75
2022-08-18 13:20:00+00:00,1,0.75
2022-08-18 14:00:00+00:00,-1,0.75
2022-08-18 14:40:00+00:00,1,0.75
2022-08-18 17:10:00+00:00,-1,0.75
2022-08-18 17:40:00+00:00,1,0.75
2022-08-19 10:00:00+00:00,-1,0.75
2022-08-19 12:00:00+00:00,1,0.75
2022-08-22 16:30:00+00:00,-1,0.75
2022-08-22 18:20:00+00:00,1,0.75
2022-08-24 13:10:00+00:00,-1,0.75
2022-08-24 16:50:00+00:00,1,0.75
2022-08-25 13:00:00+00:00,-1,0.75
2022-08-26 11:30:00+00:00,1,0.75
2022-08-26 12:20:00+00:00,-1,0.75
2022-08-26 14:40:00+00:00,1,0.75
2022-08-30 11:40:00+00:00,-1,0.75
2022-08-31 09:50:00+00:00,1,0.75
2022-08-31 17:20:00+00:00,-1,0.75
2022-08-31 17:30:00+00:00,1,0.75
2022-09-01 10:20:00+00:00,-1,0.75
2022-09-01 10:30:00+00:00,1,0.75
2022-09-01 10:50:00+00:00,-1,0.75
2022-09-01 12:20:00+00:00,1,0.75
2022-09-01 12:40:00+00:00,-1,0.75
2022-09-01 14:40:00+00:00,1,0.75
2022-09-02 16:10:00+00:00,-1,0.75
2022-09-02 16:20:00+00:00,1,0.75
2022-09-02 17:00:00+00:00,-1,0.75
2022-09-05 10:00:00+00:00,1,0.75
2022-09-05 10:10:00+00:00,-1,0.75
2022-09-05 15:10:00+00:00,1,0.75
2022-09-06 10:20:00+00:00,-1,0.75
2022-09-06 17:20:00+00:00,1,0.75
2022-09-06 17:50:00+00:00,-1,0.75
2022-09-07 13:00:00+00:00,1,0.75
2022-09-07 14:10:00+00:00,-1,0.75
2022-09-08 14:30:00+00:00,1,0.75
2022-09-08 15:30:00+00:00,-1,0.75
2022-09-08 18:40:00+00:00,1,0.75
2022-09-12 09:50:00+00:00,-1,0.75
2022-09-12 10:00:00+00:00,1,0.75
2022-09-12 17:00:00+00:00,-1,0.75
2022-09-12 20:40:00+00:00,1,0.75
2022-09-13 15:10:00+00:00,-1,0.75
2022-09-13 21:20:00+00:00,1,0.75
2022-09-13 21:50:00+00:00,-1,0.75
2022-09-14 17:00:00+00:00,1,0.75
2022-09-15 13:00:00+00:00,-1,0.75
2022-09-15 15:00:00+00:00,1,0.75
2022-09-15 23:40:00+00:00,-1,0.75
2022-09-16 10:00:00+00:00,1,0.75
2022-09-16 10:10:00+00:00,-1,0.75
2022-09-16 12:20:00+00:00,1,0.75
2022-09-16 14:30:00+00:00,-1,0.75
2022-09-16 20:00:00+00:00,1,0.75
2022-09-19 12:20:00+00:00,-1,0.75
2022-09-19 18:10:00+00:00,1,0.75
2022-09-20 09:50:00+00:00,-1,0.75
2022-09-20 21:30:00+00:00,1,0.75
